,Tarih,Saat,Toplam (MWh),ISPARTA WindSpeed(m/s)
460,20.02.2018,04:00,9.03,(4.951401027825262+0j)
461,20.02.2018,05:00,3.59,(3.6408015039950796+0j)
462,20.02.2018,06:00,3.97,(3.7649772354832423+0j)
463,20.02.2018,07:00,5.55,(4.209816636909864+0j)
464,20.02.2018,08:00,7.51,(4.656348723298774+0j)
465,20.02.2018,09:00,4.89,(4.0358511361730995+0j)
466,20.02.2018,10:00,0.78,(2.1887545064892695+0j)
467,20.02.2018,11:00,1.53,(2.739866039330788+0j)
468,20.02.2018,12:00,5.66,(4.237447489281633+0j)
469,20.02.2018,13:00,7.89,(4.733595972751394+0j)
470,20.02.2018,14:00,8.69,(4.888460509766354+0j)
471,20.02.2018,15:00,5.29,(4.143023624183724+0j)
472,20.02.2018,16:00,2.7,(3.310956236881193+0j)
473,20.02.2018,17:00,2.55,(3.248470390165129+0j)
474,20.02.2018,18:00,1.67,(2.8210081623999765+0j)
475,20.02.2018,19:00,0.83,(2.2345575790241585+0j)
476,20.02.2018,20:00,0.72,(2.1311287330683966+0j)
477,20.02.2018,21:00,2.74,(3.3272265533853473+0j)
478,20.02.2018,22:00,7.79,(4.713512591762702+0j)
479,20.02.2018,23:00,7.87,(4.729592929850311+0j)
480,21.02.2018,00:00,5.04,(4.076702607988751+0j)
481,21.02.2018,01:00,1.63,(2.7983028868664372+0j)
482,21.02.2018,02:00,1.65,(2.8097013951248098+0j)
483,21.02.2018,03:00,3.02,(3.436907417320852+0j)
484,21.02.2018,04:00,5.96,(4.311028946632481+0j)
485,21.02.2018,05:00,7.58,(4.670771134452508+0j)
486,21.02.2018,06:00,5.02,(4.071302995566204+0j)
487,21.02.2018,07:00,5.54,(4.20728669841779+0j)
488,21.02.2018,08:00,7.15,(4.580724784744583+0j)
489,21.02.2018,09:00,7.83,(4.721566452092842+0j)
490,21.02.2018,10:00,7.67,(4.68918435166086+0j)
491,21.02.2018,11:00,14.33,(5.775384671240714+0j)
492,21.02.2018,12:00,20.02,(6.456347193493745+0j)
493,21.02.2018,13:00,18.49,(6.287497462084496+0j)
494,21.02.2018,14:00,23.2,(6.781537703786389+0j)
495,21.02.2018,15:00,16.11,(6.005244569689468+0j)
496,21.02.2018,16:00,14.83,(5.841789485760547+0j)
497,21.02.2018,17:00,20.37,(6.493754442997064+0j)
498,21.02.2018,18:00,23.17,(6.778613366337206+0j)
499,21.02.2018,19:00,28.31,(7.246786648288421+0j)
500,21.02.2018,20:00,42.29,(8.284088834858352+0j)
501,21.02.2018,21:00,38.65,(8.03924662138553+0j)
502,21.02.2018,22:00,36.98,(7.921750403640848+0j)
503,21.02.2018,23:00,24.09,(6.867169794752864+0j)
504,22.02.2018,00:00,36.69,(7.900988377874204+0j)
505,22.02.2018,01:00,34.5,(7.740551136457558+0j)
506,22.02.2018,02:00,18.26,(6.261318223039775+0j)
507,22.02.2018,03:00,23.99,(6.857654513347087+0j)
508,22.02.2018,04:00,21.66,(6.628038205723381+0j)
509,22.02.2018,05:00,20.1,(6.464935626888931+0j)
510,22.02.2018,06:00,17.67,(6.193141966673357+0j)
511,22.02.2018,07:00,13.92,(5.719770420348859+0j)
512,22.02.2018,08:00,11.07,(5.299253874341161+0j)
513,22.02.2018,09:00,12.78,(5.5591595288746465+0j)
514,22.02.2018,10:00,15.89,(5.977783080066074+0j)
515,22.02.2018,11:00,13.79,(5.701908902303198+0j)
516,22.02.2018,12:00,20.63,(6.521266196553587+0j)
517,22.02.2018,13:00,15.87,(5.975274041752417+0j)
518,22.02.2018,14:00,16.59,(6.064304236746233+0j)
519,22.02.2018,15:00,19.02,(6.347007671599632+0j)
520,22.02.2018,16:00,16.38,(6.038607724116373+0j)
521,22.02.2018,17:00,16.72,(6.080103096732097+0j)
522,22.02.2018,18:00,11.64,(5.388689737963895+0j)
523,22.02.2018,19:00,14.51,(5.799465775359246+0j)
524,22.02.2018,20:00,14.21,(5.7592183594654145+0j)
525,22.02.2018,21:00,14.81,(5.839162190831978+0j)
526,22.02.2018,22:00,23.3,(6.791267326459729+0j)
527,22.02.2018,23:00,18.13,(6.24642390568789+0j)
528,23.02.2018,00:00,8.45,(4.843036647200795+0j)
529,23.02.2018,01:00,4.03,(3.78384961715913+0j)
530,23.02.2018,02:00,3.59,(3.6408015039950796+0j)
531,23.02.2018,03:00,2.38,(3.174615785377775+0j)
532,23.02.2018,04:00,1.6,(2.7810289720848873+0j)
533,23.02.2018,05:00,2.41,(3.1878988513199897+0j)
534,23.02.2018,06:00,5.12,(4.098159332716889+0j)
535,23.02.2018,07:00,7.81,(4.71754295934566+0j)
536,23.02.2018,08:00,10.57,(5.218237580397083+0j)
537,23.02.2018,09:00,6.09,(4.342147945022992+0j)
538,23.02.2018,10:00,7.55,(4.6646010200907115+0j)
539,23.02.2018,11:00,3.27,(3.529241980973257+0j)
540,23.02.2018,12:00,3.64,(3.6576261491756945+0j)
541,23.02.2018,13:00,5.27,(4.137795828568974+0j)
542,23.02.2018,14:00,10.87,(5.267146125415415+0j)
543,23.02.2018,15:00,10.86,(5.265530436318522+0j)
544,23.02.2018,16:00,6.01,(4.323050840846918+0j)
545,23.02.2018,17:00,6.46,(4.4283610785640635+0j)
546,23.02.2018,18:00,5.06,(4.082087954550934+0j)
547,23.02.2018,19:00,3.8,(3.7104511471274044+0j)
548,23.02.2018,20:00,1.5,(2.721840082992058+0j)
549,23.02.2018,21:00,1.99,(2.9907713465286125+0j)
550,23.02.2018,22:00,3.32,(3.547139051626462+0j)
551,23.02.2018,23:00,0.13,(1.2045180243529718+0j)
552,24.02.2018,00:00,0.0,0j
553,24.02.2018,01:00,0.0,0j
554,24.02.2018,02:00,0.0,0j
555,24.02.2018,03:00,0.0,0j
556,24.02.2018,04:00,0.0,0j
557,24.02.2018,05:00,0.04,(0.8131778044860105+0j)
558,24.02.2018,06:00,0.0,0j
559,24.02.2018,07:00,0.22,(1.4354004541956449+0j)
560,24.02.2018,08:00,1.37,(2.640821465490214+0j)
561,24.02.2018,09:00,2.94,(3.4062874610157903+0j)
562,24.02.2018,10:00,6.95,(4.5376095225784905+0j)
563,24.02.2018,11:00,14.39,(5.783433998272199+0j)
564,24.02.2018,12:00,20.3,(6.486307470359825+0j)
565,24.02.2018,13:00,21.55,(6.616799025803169+0j)
566,24.02.2018,14:00,32.74,(7.606620404556619+0j)
567,24.02.2018,15:00,32.51,(7.588766244679664+0j)
568,24.02.2018,16:00,38.61,(8.036472314678685+0j)
569,24.02.2018,17:00,43.69,(8.37451247689389+0j)
570,24.02.2018,18:00,47.32,(8.600303239271307+0j)
571,24.02.2018,19:00,46.58,(8.555236384668994+0j)
572,24.02.2018,20:00,47.6,(8.617233013749708+0j)
573,24.02.2018,21:00,57.33,(9.168384810267487+0j)
574,24.02.2018,22:00,44.06,(8.398086624508485+0j)
575,24.02.2018,23:00,49.7,(8.742137814997072+0j)
576,25.02.2018,00:00,33.19,(7.641312069091583+0j)
577,25.02.2018,01:00,30.87,(7.4589505657393875+0j)
578,25.02.2018,02:00,25.67,(7.014135347362616+0j)
579,25.02.2018,03:00,17.81,(6.209455115884705+0j)
580,25.02.2018,04:00,15.87,(5.975274041752417+0j)
581,25.02.2018,05:00,21.73,(6.635170612062841+0j)
582,25.02.2018,06:00,21.89,(6.651415930124817+0j)
583,25.02.2018,07:00,26.6,(7.097837701493593+0j)
584,25.02.2018,08:00,23.54,(6.814505376915871+0j)
585,25.02.2018,09:00,20.58,(6.515993501663694+0j)
586,25.02.2018,10:00,15.92,(5.981542693057225+0j)
587,25.02.2018,11:00,14.94,(5.856197545091829+0j)
588,25.02.2018,12:00,22.86,(6.748246338571629+0j)
589,25.02.2018,13:00,28.68,(7.278220934578418+0j)
590,25.02.2018,14:00,28.76,(7.284981942585542+0j)
591,25.02.2018,15:00,14.1,(5.744319092066015+0j)
592,25.02.2018,16:00,9.03,(4.951401027825262+0j)
593,25.02.2018,17:00,4.63,(3.9630162158599647+0j)
594,25.02.2018,18:00,1.3,(2.5950554164347115+0j)
595,25.02.2018,19:00,0.34,(1.6595556672231362+0j)
596,25.02.2018,20:00,0.01,(0.5122699165896111+0j)
597,25.02.2018,21:00,0.04,(0.8131778044860105+0j)
598,25.02.2018,22:00,0.86,(2.261161953936346+0j)
599,25.02.2018,23:00,1.16,(2.498339850996646+0j)
600,26.02.2018,00:00,1.65,(2.8097013951248098+0j)
601,26.02.2018,01:00,2.16,(3.0736194995376667+0j)
602,26.02.2018,02:00,2.59,(3.26536780932967+0j)
603,26.02.2018,03:00,3.59,(3.6408015039950796+0j)
604,26.02.2018,04:00,5.69,(4.244920957127668+0j)
605,26.02.2018,05:00,15.0,(5.864026695517351+0j)
606,26.02.2018,06:00,21.71,(6.633134346594456+0j)
607,26.02.2018,07:00,20.53,(6.5107122596824425+0j)
608,26.02.2018,08:00,28.57,(7.268903988482857+0j)
609,26.02.2018,09:00,37.75,(7.976355545198701+0j)
610,26.02.2018,10:00,33.78,(7.686324829767815+0j)
611,26.02.2018,11:00,45.63,(8.496675037938054+0j)
612,26.02.2018,12:00,50.88,(8.810783975497557+0j)
613,26.02.2018,13:00,44.08,(8.39935713687651+0j)
614,26.02.2018,14:00,40.94,(8.194984412005445+0j)
615,26.02.2018,15:00,48.37,(8.663450164436906+0j)
616,26.02.2018,16:00,52.81,(8.920809011963986+0j)
617,26.02.2018,17:00,53.8,(8.97620875657486+0j)
618,26.02.2018,18:00,55.03,(9.044100020467214+0j)
619,26.02.2018,19:00,58.42,(9.226125755841336+0j)
620,26.02.2018,20:00,45.75,(8.504116841644032+0j)
621,26.02.2018,21:00,33.57,(7.670363860132913+0j)
622,26.02.2018,22:00,47.33,(8.60090902241336+0j)
623,26.02.2018,23:00,36.69,(7.900988377874204+0j)
624,27.02.2018,00:00,30.8,(7.453308392205281+0j)
625,27.02.2018,01:00,15.69,(5.952597261773028+0j)
626,27.02.2018,02:00,18.9,(6.3336314303247585+0j)
627,27.02.2018,03:00,17.03,(6.117449623848974+0j)
628,27.02.2018,04:00,8.82,(4.912716626993536+0j)
629,27.02.2018,05:00,7.15,(4.580724784744583+0j)
630,27.02.2018,06:00,7.36,(4.625139013851914+0j)
631,27.02.2018,07:00,10.05,(5.13122280751509+0j)
632,27.02.2018,08:00,12.7,(5.54753553358058+0j)
633,27.02.2018,09:00,21.12,(6.572493374741104+0j)
634,27.02.2018,10:00,35.63,(7.8241552593394745+0j)
635,27.02.2018,11:00,43.77,(8.379620834989884+0j)
636,27.02.2018,12:00,42.32,(8.286047248367447+0j)
637,27.02.2018,13:00,35.86,(7.8409547480862685+0j)
638,27.02.2018,14:00,29.69,(7.362674227738734+0j)
639,27.02.2018,15:00,24.75,(6.929319505919972+0j)
640,27.02.2018,16:00,40.6,(8.172235317996709+0j)
641,27.02.2018,17:00,53.37,(8.952230449114275+0j)
642,27.02.2018,18:00,56.05,(9.099636792560968+0j)
643,27.02.2018,19:00,49.94,(8.756187076314937+0j)
644,27.02.2018,20:00,48.94,(8.697347864159328+0j)
645,27.02.2018,21:00,42.17,(8.276245905828882+0j)
646,27.02.2018,22:00,49.3,(8.718621527050333+0j)
647,27.02.2018,23:00,32.3,(7.572390927543823+0j)
648,28.02.2018,00:00,37.11,(7.931022290671022+0j)
649,28.02.2018,01:00,45.64,(8.497295686226453+0j)
650,28.02.2018,02:00,33.26,(7.646680314984508+0j)
651,28.02.2018,03:00,32.48,(7.5864312395339+0j)
652,28.02.2018,04:00,42.69,(8.310125271735165+0j)
653,28.02.2018,05:00,52.66,(8.91235486644109+0j)
654,28.02.2018,06:00,53.25,(8.945515854096175+0j)
655,28.02.2018,07:00,56.69,(9.134140159237074+0j)
656,28.02.2018,08:00,51.27,(8.833238530880777+0j)
657,28.02.2018,09:00,56.69,(9.134140159237074+0j)
658,28.02.2018,10:00,53.7,(8.97064383961434+0j)
659,28.02.2018,11:00,58.68,(9.239792552804786+0j)
660,28.02.2018,12:00,59.67,(9.291465064904472+0j)
661,28.02.2018,13:00,58.36,(9.222966123486081+0j)
662,28.02.2018,14:00,60.0,(9.308562145233848+0j)
663,28.02.2018,15:00,59.17,(9.265439873793731+0j)
664,28.02.2018,16:00,57.58,(9.181692400951894+0j)
665,28.02.2018,17:00,59.73,(9.294578305232905+0j)
666,28.02.2018,18:00,60.0,(9.308562145233848+0j)
667,28.02.2018,19:00,59.27,(9.27065660811689+0j)
668,28.02.2018,20:00,50.45,(8.785892987415696+0j)
669,28.02.2018,21:00,57.24,(9.163584607918706+0j)
670,28.02.2018,22:00,57.7,(9.188066365096159+0j)
671,28.02.2018,23:00,53.01,(8.932056340287428+0j)
672,01.03.2018,00:00,36.49,(7.886605915240685+0j)
673,01.03.2018,01:00,30.96,(7.466192269866236+0j)
674,01.03.2018,02:00,22.43,(6.705666394509587+0j)
675,01.03.2018,03:00,25.29,(6.979352426347486+0j)
676,01.03.2018,04:00,35.71,(7.830006737829289+0j)
677,01.03.2018,05:00,39.58,(8.103216622239575+0j)
678,01.03.2018,06:00,41.74,(8.248019276834446+0j)
679,01.03.2018,07:00,41.68,(8.244065288080469+0j)
680,01.03.2018,08:00,26.0,(7.044064138410412+0j)
681,01.03.2018,09:00,21.1,(6.570418068832778+0j)
682,01.03.2018,10:00,18.1,(6.242976651176663+0j)
683,01.03.2018,11:00,23.13,(6.774710320495843+0j)
684,01.03.2018,12:00,25.02,(6.954425955341409+0j)
685,01.03.2018,13:00,28.47,(7.260413262394438+0j)
686,01.03.2018,14:00,18.84,(6.32692206997403+0j)
687,01.03.2018,15:00,19.06,(6.3514539131039+0j)
688,01.03.2018,16:00,20.69,(6.527582196817713+0j)
689,01.03.2018,17:00,12.45,(5.510892882176043+0j)
690,01.03.2018,18:00,10.63,(5.228092632288894+0j)
691,01.03.2018,19:00,10.73,(5.244435635220742+0j)
692,01.03.2018,20:00,20.45,(6.502244407812284+0j)
693,01.03.2018,21:00,20.66,(6.52442572524391+0j)
694,01.03.2018,22:00,11.07,(5.299253874341161+0j)
695,01.03.2018,23:00,3.98,(3.768135774913833+0j)
696,02.03.2018,00:00,0.1,(1.1036520789603976+0j)
697,02.03.2018,01:00,0.98,(2.361787814774496+0j)
698,02.03.2018,02:00,1.97,(2.9807182577469864+0j)
699,02.03.2018,03:00,2.14,(3.0641035887922135+0j)
700,02.03.2018,04:00,1.79,(2.887020466741845+0j)
701,02.03.2018,05:00,1.41,(2.666276735444231+0j)
702,02.03.2018,06:00,0.88,(2.278556190985798+0j)
703,02.03.2018,07:00,1.49,(2.715778058284193+0j)
704,02.03.2018,08:00,1.36,(2.6343804119497936+0j)
705,02.03.2018,09:00,5.5,(4.19713638950687+0j)
706,02.03.2018,10:00,8.44,(4.841125424963178+0j)
707,02.03.2018,11:00,11.18,(5.316748536844975+0j)
708,02.03.2018,12:00,22.52,(6.714623216902721+0j)
709,02.03.2018,13:00,33.45,(7.661213402462873+0j)
710,02.03.2018,14:00,38.53,(8.030917947594581+0j)
711,02.03.2018,15:00,42.03,(8.267076994098185+0j)
712,02.03.2018,16:00,37.52,(7.960123313331251+0j)
713,02.03.2018,17:00,42.05,(8.268388083961431+0j)
714,02.03.2018,18:00,45.93,(8.515255186845051+0j)
715,02.03.2018,19:00,42.27,(8.282782711252178+0j)
716,02.03.2018,20:00,45.73,(8.502877445453391+0j)
717,02.03.2018,21:00,46.62,(8.55768458522749+0j)
718,02.03.2018,22:00,49.78,(8.746825917686758+0j)
719,02.03.2018,23:00,53.67,(8.968973017478543+0j)
720,03.03.2018,00:00,57.09,(9.155573076812304+0j)
721,03.03.2018,01:00,57.02,(9.151829559365916+0j)
722,03.03.2018,02:00,54.74,(9.028185005751398+0j)
723,03.03.2018,03:00,54.74,(9.028185005751398+0j)
724,03.03.2018,04:00,56.54,(9.126076825103329+0j)
725,03.03.2018,05:00,53.88,(8.980655727208969+0j)
726,03.03.2018,06:00,57.34,(9.168917855897192+0j)
727,03.03.2018,07:00,57.15,(9.158779371270453+0j)
728,03.03.2018,08:00,57.37,(9.170516621030885+0j)
729,03.03.2018,09:00,57.94,(9.200787830100555+0j)
730,03.03.2018,10:00,58.95,(9.25394233379666+0j)
731,03.03.2018,11:00,59.34,(9.274304831804505+0j)
732,03.03.2018,12:00,59.97,(9.307010459566621+0j)
733,03.03.2018,13:00,60.0,(9.308562145233848+0j)
734,03.03.2018,14:00,56.23,(9.109367297346845+0j)
735,03.03.2018,15:00,59.46,(9.280552260323525+0j)
736,03.03.2018,16:00,59.6,(9.287830312356629+0j)
737,03.03.2018,17:00,59.24,(9.269092204339618+0j)
738,03.03.2018,18:00,52.47,(8.901623203709352+0j)
739,03.03.2018,19:00,55.53,(9.071408900564963+0j)
740,03.03.2018,20:00,53.8,(8.97620875657486+0j)
741,03.03.2018,21:00,44.7,(8.438553861656896+0j)
742,03.03.2018,22:00,43.9,(8.38790865771209+0j)
743,03.03.2018,23:00,44.82,(8.44609839304399+0j)
744,04.03.2018,00:00,44.86,(8.448610244015287+0j)
745,04.03.2018,01:00,43.18,(8.341799204100198+0j)
746,04.03.2018,02:00,41.89,(8.257887698877488+0j)
747,04.03.2018,03:00,38.62,(8.037166070924764+0j)
748,04.03.2018,04:00,37.95,(7.990417020838322+0j)
749,04.03.2018,05:00,39.89,(8.124317071574854+0j)
750,04.03.2018,06:00,42.27,(8.282782711252178+0j)
751,04.03.2018,07:00,44.94,(8.453629470054993+0j)
752,04.03.2018,08:00,47.98,(8.640103274272578+0j)
753,04.03.2018,09:00,52.47,(8.901623203709352+0j)
754,04.03.2018,10:00,54.79,(9.03093297725054+0j)
755,04.03.2018,11:00,59.14,(9.263873707456629+0j)
756,04.03.2018,12:00,55.77,(9.084458958334967+0j)
757,04.03.2018,13:00,53.8,(8.97620875657486+0j)
758,04.03.2018,14:00,46.13,(8.527597047999615+0j)
759,04.03.2018,15:00,52.07,(8.878945255121783+0j)
760,04.03.2018,16:00,57.14,(9.158245144754352+0j)
761,04.03.2018,17:00,55.9,(9.09151211253343+0j)
762,04.03.2018,18:00,55.76,(9.083915954211836+0j)
763,04.03.2018,19:00,37.68,(7.971422297004724+0j)
764,04.03.2018,20:00,30.43,(7.423342577986851+0j)
765,04.03.2018,21:00,28.84,(7.291730424390375+0j)
766,04.03.2018,22:00,34.74,(7.758458779543505+0j)
767,04.03.2018,23:00,27.93,(7.214216381061202+0j)
768,05.03.2018,00:00,14.38,(5.782093999614813+0j)
769,05.03.2018,01:00,8.47,(4.8468545728239265+0j)
770,05.03.2018,02:00,9.61,(5.055219080880544+0j)
771,05.03.2018,03:00,8.08,(4.771291744239393+0j)
772,05.03.2018,04:00,4.51,(3.9284783704690165+0j)
773,05.03.2018,05:00,5.83,(4.27945408019609+0j)
774,05.03.2018,06:00,8.0,(4.755492649276177+0j)
775,05.03.2018,07:00,7.37,(4.627232784628555+0j)
776,05.03.2018,08:00,5.36,(4.161217813280003+0j)
777,05.03.2018,09:00,5.8,(4.272101051828107+0j)
778,05.03.2018,10:00,11.54,(5.373213806283636+0j)
779,05.03.2018,11:00,12.02,(5.446702754148763+0j)
780,05.03.2018,12:00,9.78,(5.084853800706628+0j)
781,05.03.2018,13:00,6.19,(4.365785579737789+0j)
782,05.03.2018,14:00,16.48,(6.050871380313032+0j)
783,05.03.2018,15:00,2.15,(3.068868920869489+0j)
784,05.03.2018,16:00,2.58,(3.261159856460155+0j)
785,05.03.2018,17:00,19.95,(6.4488135259821755+0j)
786,05.03.2018,18:00,35.95,(7.847508906681076+0j)
787,05.03.2018,19:00,43.0,(8.330191861828741+0j)
788,05.03.2018,20:00,42.32,(8.286047248367447+0j)
789,05.03.2018,21:00,53.11,(8.937669397970524+0j)
790,05.03.2018,22:00,52.47,(8.901623203709352+0j)
791,05.03.2018,23:00,46.19,(8.531292648483028+0j)
792,06.03.2018,00:00,50.56,(8.792273870608184+0j)
793,06.03.2018,01:00,51.34,(8.837256770953847+0j)
794,06.03.2018,02:00,37.29,(7.943824608760813+0j)
795,06.03.2018,03:00,43.95,(8.391091925060456+0j)
796,06.03.2018,04:00,51.89,(8.868702278997146+0j)
797,06.03.2018,05:00,44.12,(8.401897009162212+0j)
798,06.03.2018,06:00,44.57,(8.430365366538664+0j)
799,06.03.2018,07:00,42.99,(8.329546060456913+0j)
800,06.03.2018,08:00,37.13,(7.932446811993201+0j)
801,06.03.2018,09:00,46.37,(8.54236028378806+0j)
802,06.03.2018,10:00,53.21,(8.943275414241882+0j)
803,06.03.2018,11:00,50.49,(8.788214380743199+0j)
804,06.03.2018,12:00,44.26,(8.410774491851162+0j)
805,06.03.2018,13:00,43.34,(8.352089791809657+0j)
806,06.03.2018,14:00,37.22,(7.938850835344116+0j)
807,06.03.2018,15:00,23.29,(6.790295618430089+0j)
808,06.03.2018,16:00,33.48,(7.663503065899391+0j)
809,06.03.2018,17:00,43.86,(8.385360303109648+0j)
810,06.03.2018,18:00,34.47,(7.738306847802781+0j)
811,06.03.2018,19:00,31.82,(7.534693273017152+0j)
812,06.03.2018,20:00,37.1,(7.930309838071908+0j)
813,06.03.2018,21:00,36.15,(7.862034638869594+0j)
814,06.03.2018,22:00,31.78,(7.531534734280657+0j)
815,06.03.2018,23:00,36.45,(7.883723120168815+0j)
816,07.03.2018,00:00,24.03,(6.861463793126898+0j)
817,07.03.2018,01:00,31.57,(7.514908775717044+0j)
818,07.03.2018,02:00,22.79,(6.741351322185208+0j)
819,07.03.2018,03:00,22.97,(6.759052982410857+0j)
820,07.03.2018,04:00,21.21,(6.5818160728748545+0j)
821,07.03.2018,05:00,18.88,(6.33139655666345+0j)
822,07.03.2018,06:00,24.76,(6.930252621943361+0j)
823,07.03.2018,07:00,27.29,(7.158686837403044+0j)
824,07.03.2018,08:00,36.91,(7.916748846180156+0j)
825,07.03.2018,09:00,37.54,(7.961537440792753+0j)
826,07.03.2018,10:00,38.03,(7.996027778072726+0j)
827,07.03.2018,11:00,43.42,(8.35722559005503+0j)
828,07.03.2018,12:00,52.98,(8.930371046598315+0j)
829,07.03.2018,13:00,59.5,(9.282632868455183+0j)
830,07.03.2018,14:00,50.67,(8.798645505526531+0j)
831,07.03.2018,15:00,45.14,(8.4661515287523+0j)
832,07.03.2018,16:00,43.63,(8.370677114563605+0j)
833,07.03.2018,17:00,43.61,(8.369397879101712+0j)
834,07.03.2018,18:00,46.94,(8.577219958105527+0j)
835,07.03.2018,19:00,46.16,(8.529445248544697+0j)
836,07.03.2018,20:00,52.0,(8.874964684792872+0j)
837,07.03.2018,21:00,55.0,(9.042456236348773+0j)
838,07.03.2018,22:00,54.9,(9.036972635103192+0j)
839,07.03.2018,23:00,60.0,(9.308562145233848+0j)
840,08.03.2018,00:00,56.6,(9.129303868096859+0j)
841,08.03.2018,01:00,55.46,(9.067595552631605+0j)
842,08.03.2018,02:00,52.75,(8.917429277216588+0j)
843,08.03.2018,03:00,44.51,(8.426580690220142+0j)
844,08.03.2018,04:00,46.37,(8.54236028378806+0j)
845,08.03.2018,05:00,51.12,(8.824615684194654+0j)
846,08.03.2018,06:00,53.57,(8.963399109500465+0j)
847,08.03.2018,07:00,53.41,(8.954466410605722+0j)
848,08.03.2018,08:00,41.64,(8.24142718700816+0j)
849,08.03.2018,09:00,38.89,(8.055852393582605+0j)
850,08.03.2018,10:00,35.16,(7.789599716235793+0j)
851,08.03.2018,11:00,27.38,(7.166547773628111+0j)
852,08.03.2018,12:00,34.62,(7.749515303282409+0j)
853,08.03.2018,13:00,46.29,(8.537444877231241+0j)
854,08.03.2018,14:00,54.23,(9.000059636563885+0j)
855,08.03.2018,15:00,57.3,(9.16678530137071+0j)
856,08.03.2018,16:00,49.11,(8.707406714792748+0j)
857,08.03.2018,17:00,55.98,(9.095847081416583+0j)
858,08.03.2018,18:00,46.61,(8.557072666413445+0j)
859,08.03.2018,19:00,46.72,(8.563798966119624+0j)
860,08.03.2018,20:00,51.56,(8.849861796399109+0j)
861,08.03.2018,21:00,47.94,(8.637701577616733+0j)
862,08.03.2018,22:00,51.9,(8.86927195411941+0j)
863,08.03.2018,23:00,52.93,(8.927560809441713+0j)
864,09.03.2018,00:00,55.66,(9.078482338874096+0j)
865,09.03.2018,01:00,55.78,(9.085001897552035+0j)
866,09.03.2018,02:00,45.29,(8.475518820669205+0j)
867,09.03.2018,03:00,41.63,(8.24076739778214+0j)
868,09.03.2018,04:00,38.1,(8.00093073957167+0j)
869,09.03.2018,05:00,38.11,(8.001630672279255+0j)
870,09.03.2018,06:00,25.49,(6.997702326564219+0j)
871,09.03.2018,07:00,21.48,(6.609626893644714+0j)
872,09.03.2018,08:00,23.95,(6.853840996913038+0j)
873,09.03.2018,09:00,13.56,(5.6700307678427775+0j)
874,09.03.2018,10:00,10.23,(5.161675881345579+0j)
875,09.03.2018,11:00,4.1,(3.8056321260554853+0j)
876,09.03.2018,12:00,7.0,(4.548465089122639+0j)
877,09.03.2018,13:00,13.85,(5.710166566125335+0j)
878,09.03.2018,14:00,6.97,(4.541957977105918+0j)
879,09.03.2018,15:00,6.05,(4.3326204367462715+0j)
880,09.03.2018,16:00,5.86,(4.286781926836803+0j)
881,09.03.2018,17:00,10.09,(5.138021388248705+0j)
882,09.03.2018,18:00,15.8,(5.966475771076485+0j)
883,09.03.2018,19:00,8.06,(4.767351782295445+0j)
884,09.03.2018,20:00,6.0,(4.320651811030804+0j)
885,09.03.2018,21:00,6.28,(4.38684274915435+0j)
886,09.03.2018,22:00,6.88,(4.522323907872692+0j)
887,09.03.2018,23:00,7.17,(4.584991880630443+0j)
888,10.03.2018,00:00,8.11,(4.777189515069275+0j)
889,10.03.2018,01:00,5.8,(4.272101051828107+0j)
890,10.03.2018,02:00,7.8,(4.715528636744097+0j)
891,10.03.2018,03:00,13.62,(5.678381340686243+0j)
892,10.03.2018,04:00,13.78,(5.700530297582564+0j)
893,10.03.2018,05:00,14.97,(5.860114735253236+0j)
894,10.03.2018,06:00,11.1,(5.304036597040381+0j)
895,10.03.2018,07:00,16.23,(6.020118301203301+0j)
896,10.03.2018,08:00,15.4,(5.915694791215037+0j)
897,10.03.2018,09:00,9.95,(5.114147064573804+0j)
898,10.03.2018,10:00,7.65,(4.685105024371997+0j)
899,10.03.2018,11:00,2.42,(3.1923020321252666+0j)
900,10.03.2018,12:00,0.35,(1.675668865879396+0j)
901,10.03.2018,13:00,0.29,(1.5738554840309478+0j)
902,10.03.2018,14:00,0.41,(1.76641795811372+0j)
903,10.03.2018,15:00,0.41,(1.76641795811372+0j)
904,10.03.2018,16:00,0.88,(2.278556190985798+0j)
905,10.03.2018,17:00,1.85,(2.918923828150327+0j)
906,10.03.2018,18:00,3.15,(3.4855317007074618+0j)
907,10.03.2018,19:00,0.11,(1.139278095492899+0j)
908,10.03.2018,20:00,0.27,(1.5368097497688333+0j)
909,10.03.2018,21:00,0.0,0j
910,10.03.2018,22:00,0.05,(0.8759692355743128+0j)
911,10.03.2018,23:00,0.61,(2.0165490836429893+0j)
912,11.03.2018,00:00,2.41,(3.1878988513199897+0j)
913,11.03.2018,01:00,3.54,(3.623819906832888+0j)
914,11.03.2018,02:00,0.16,(1.2908393022782838+0j)
915,11.03.2018,03:00,1.17,(2.505498457031056+0j)
