,Tarih,Saat,Toplam (MWh),BURSA WindSpeed(m/s)
21885,01.08.2020,09:00,0.6,(2.435428674119057+0j)
21886,01.08.2020,10:00,6.3,(5.333003246068097+0j)
21887,01.08.2020,11:00,18.0,(7.567443142154841+0j)
21888,01.08.2020,12:00,22.5,(8.151781010151133+0j)
21889,01.08.2020,13:00,27.0,(8.662559944537184+0j)
21890,01.08.2020,14:00,27.6,(8.726257525813475+0j)
21891,01.08.2020,15:00,21.8,(8.066351867905823+0j)
21892,01.08.2020,16:00,24.6,(8.397887141819787+0j)
21893,01.08.2020,17:00,32.5,(9.21480434752337+0j)
21894,01.08.2020,18:00,49.1,(10.57350144358437+0j)
21895,01.08.2020,19:00,49.9,(10.630618022001926+0j)
21896,01.08.2020,20:00,48.2,(10.508498767301703+0j)
21897,01.08.2020,21:00,28.9,(8.861167496362844+0j)
21898,01.08.2020,22:00,27.4,(8.705128490283531+0j)
21899,01.08.2020,23:00,28.3,(8.799415193964952+0j)
21900,02.08.2020,00:00,16.5,(7.351110984313437+0j)
21901,02.08.2020,01:00,13.5,(6.875478384347957+0j)
21902,02.08.2020,02:00,16.2,(7.30628602235717+0j)
21903,02.08.2020,03:00,17.2,(7.453629714685234+0j)
21904,02.08.2020,04:00,17.8,(7.53931112359518+0j)
21905,02.08.2020,05:00,18.9,(7.691521640089727+0j)
21906,02.08.2020,06:00,11.6,(6.536485888883443+0j)
21907,02.08.2020,07:00,8.0,(5.77503996302479+0j)
21908,02.08.2020,08:00,17.2,(7.453629714685234+0j)
21909,02.08.2020,09:00,17.1,(7.439156610863209+0j)
21910,02.08.2020,10:00,16.1,(7.2912214723549775+0j)
21911,02.08.2020,11:00,20.4,(7.88984347384567+0j)
21912,02.08.2020,12:00,40.8,(9.940579873073851+0j)
21913,02.08.2020,13:00,49.5,(10.602136658408124+0j)
21914,02.08.2020,14:00,49.1,(10.57350144358437+0j)
21915,02.08.2020,15:00,49.3,(10.587838412255271+0j)
21916,02.08.2020,16:00,49.1,(10.57350144358437+0j)
21917,02.08.2020,17:00,49.5,(10.602136658408124+0j)
21918,02.08.2020,18:00,49.7,(10.616396442451173+0j)
21919,02.08.2020,19:00,49.9,(10.630618022001926+0j)
21920,02.08.2020,20:00,49.9,(10.630618022001926+0j)
21921,02.08.2020,21:00,46.4,(10.376024576188868+0j)
21922,02.08.2020,22:00,35.6,(9.498936786324135+0j)
21923,02.08.2020,23:00,44.5,(10.232419465438348+0j)
21924,03.08.2020,00:00,41.6,(10.005130901757108+0j)
21925,03.08.2020,01:00,33.3,(9.28980096696002+0j)
21926,03.08.2020,02:00,28.0,(8.768211331931154+0j)
21927,03.08.2020,03:00,16.5,(7.351110984313437+0j)
21928,03.08.2020,04:00,12.9,(6.772072022950042+0j)
21929,03.08.2020,05:00,27.1,(8.673241286978028+0j)
21930,03.08.2020,06:00,28.6,(8.830399305934389+0j)
21931,03.08.2020,07:00,28.0,(8.768211331931154+0j)
21932,03.08.2020,08:00,20.1,(7.850976619498931+0j)
21933,03.08.2020,09:00,10.6,(6.342984059315781+0j)
21934,03.08.2020,10:00,11.0,(6.421786950004645+0j)
21935,03.08.2020,11:00,28.5,(8.82009544674411+0j)
21936,03.08.2020,12:00,42.4,(10.068859568375391+0j)
21937,03.08.2020,13:00,44.6,(10.240078464903815+0j)
21938,03.08.2020,14:00,45.9,(10.338619692868132+0j)
21939,03.08.2020,15:00,48.6,(10.537487876287653+0j)
21940,03.08.2020,16:00,49.7,(10.616396442451173+0j)
21941,03.08.2020,17:00,49.7,(10.616396442451173+0j)
21942,03.08.2020,18:00,49.6,(10.609271342027355+0j)
21943,03.08.2020,19:00,49.8,(10.623511991794878+0j)
21944,03.08.2020,20:00,49.7,(10.616396442451173+0j)
21945,03.08.2020,21:00,49.9,(10.630618022001926+0j)
21946,03.08.2020,22:00,49.3,(10.587838412255271+0j)
21947,03.08.2020,23:00,38.1,(9.716279294313019+0j)
21948,04.08.2020,00:00,24.0,(8.329048905180615+0j)
21949,04.08.2020,01:00,11.9,(6.5923559991040515+0j)
21950,04.08.2020,02:00,12.7,(6.736891793451561+0j)
21951,04.08.2020,03:00,14.3,(7.008692573769754+0j)
21952,04.08.2020,04:00,14.1,(6.97586449262976+0j)
21953,04.08.2020,05:00,9.8,(6.179220460199545+0j)
21954,04.08.2020,06:00,1.0,(2.887519981512395+0j)
21955,04.08.2020,07:00,0.9,(2.7878698899868617+0j)
21956,04.08.2020,08:00,0.2,(1.688631929077266+0j)
21957,04.08.2020,09:00,5.0,(4.937589713934536+0j)
21958,04.08.2020,10:00,14.0,(6.959333946093501+0j)
21959,04.08.2020,11:00,27.0,(8.662559944537184+0j)
21960,04.08.2020,12:00,25.6,(8.510171651876135+0j)
21961,04.08.2020,13:00,24.9,(8.431887055685987+0j)
21962,04.08.2020,14:00,24.7,(8.409251008377932+0j)
21963,04.08.2020,15:00,24.2,(8.352121180677896+0j)
21964,04.08.2020,16:00,33.6,(9.317614908280717+0j)
21965,04.08.2020,17:00,41.8,(10.021139138498844+0j)
21966,04.08.2020,18:00,40.4,(9.907987573957458+0j)
21967,04.08.2020,19:00,48.8,(10.551922809232675+0j)
21968,04.08.2020,20:00,49.8,(10.623511991794878+0j)
21969,04.08.2020,21:00,49.8,(10.623511991794878+0j)
21970,04.08.2020,22:00,47.6,(10.464712847926641+0j)
21971,04.08.2020,23:00,39.8,(9.858693287983025+0j)
21972,05.08.2020,00:00,20.5,(7.902714366929142+0j)
21973,05.08.2020,01:00,8.4,(5.869729578878582+0j)
21974,05.08.2020,02:00,0.3,(1.9330010196450542+0j)
21975,05.08.2020,03:00,6.5,(5.3888502732638734+0j)
21976,05.08.2020,04:00,18.3,(7.6092530687663835+0j)
21977,05.08.2020,05:00,9.7,(6.158130806519974+0j)
21978,05.08.2020,06:00,3.4,(4.341948192634076+0j)
21979,05.08.2020,07:00,0.6,(2.435428674119057+0j)
21980,05.08.2020,08:00,0.0,0j
21981,05.08.2020,09:00,0.8,(2.6805361006043418+0j)
21982,05.08.2020,10:00,23.6,(8.282516934805006+0j)
21983,05.08.2020,11:00,41.1,(9.964884566084343+0j)
21984,05.08.2020,12:00,40.7,(9.932451840117563+0j)
21985,05.08.2020,13:00,38.5,(9.750163716059575+0j)
21986,05.08.2020,14:00,44.3,(10.217066975065778+0j)
21987,05.08.2020,15:00,40.9,(9.9486946357575+0j)
21988,05.08.2020,16:00,45.8,(10.331106158468081+0j)
21989,05.08.2020,17:00,49.0,(10.566318356153731+0j)
21990,05.08.2020,18:00,49.7,(10.616396442451173+0j)
21991,05.08.2020,19:00,49.9,(10.630618022001926+0j)
21992,05.08.2020,20:00,49.9,(10.630618022001926+0j)
21993,05.08.2020,21:00,46.6,(10.390911288964828+0j)
21994,05.08.2020,22:00,47.5,(10.457379479829138+0j)
21995,05.08.2020,23:00,44.9,(10.262986994195014+0j)
21996,06.08.2020,00:00,32.8,(9.243070795572189+0j)
21997,06.08.2020,01:00,32.5,(9.21480434752337+0j)
21998,06.08.2020,02:00,16.2,(7.30628602235717+0j)
21999,06.08.2020,03:00,10.8,(6.382628738907102+0j)
22000,06.08.2020,04:00,4.5,(4.767190454341743+0j)
22001,06.08.2020,05:00,3.3,(4.298955782740786+0j)
22002,06.08.2020,06:00,7.9,(5.75087633328815+0j)
22003,06.08.2020,07:00,7.7,(5.701930331247534+0j)
22004,06.08.2020,08:00,0.9,(2.7878698899868617+0j)
22005,06.08.2020,09:00,0.0,0j
22006,06.08.2020,10:00,1.2,(3.068447852040161+0j)
22007,06.08.2020,11:00,10.9,(6.402267720329676+0j)
22008,06.08.2020,12:00,18.6,(7.6506085171568285+0j)
22009,06.08.2020,13:00,24.5,(8.386492436994665+0j)
22010,06.08.2020,14:00,36.5,(9.578318768525774+0j)
22011,06.08.2020,15:00,29.7,(8.942188379694546+0j)
22012,06.08.2020,16:00,30.1,(8.982153998437623+0j)
22013,06.08.2020,17:00,30.0,(8.972195948146599+0j)
22014,06.08.2020,18:00,34.2,(9.37275000749116+0j)
22015,06.08.2020,19:00,39.4,(9.825554573112711+0j)
22016,06.08.2020,20:00,33.1,(9.27116540845607+0j)
22017,06.08.2020,21:00,19.7,(7.798547832765037+0j)
22018,06.08.2020,22:00,16.2,(7.30628602235717+0j)
22019,06.08.2020,23:00,21.8,(8.066351867905823+0j)
22020,07.08.2020,00:00,21.4,(8.016711522344565+0j)
22021,07.08.2020,01:00,10.6,(6.342984059315781+0j)
22022,07.08.2020,02:00,4.9,(4.90445052943209+0j)
22023,07.08.2020,03:00,2.4,(3.8660020392901084+0j)
22024,07.08.2020,04:00,2.2,(3.755483790567496+0j)
22025,07.08.2020,05:00,2.8,(4.0698431809048685+0j)
22026,07.08.2020,06:00,2.3,(3.811544052404381+0j)
22027,07.08.2020,07:00,0.8,(2.6805361006043418+0j)
22028,07.08.2020,08:00,0.3,(1.9330010196450542+0j)
22029,07.08.2020,09:00,1.8,(3.512495958762551+0j)
22030,07.08.2020,10:00,4.0,(4.5836522562319715+0j)
22031,07.08.2020,11:00,8.5,(5.892930332214177+0j)
22032,07.08.2020,12:00,12.6,(6.719163048878883+0j)
22033,07.08.2020,13:00,13.2,(6.824166931887499+0j)
22034,07.08.2020,14:00,11.6,(6.536485888883443+0j)
22035,07.08.2020,15:00,16.8,(7.395395853619695+0j)
22036,07.08.2020,16:00,18.4,(7.623088104808762+0j)
22037,07.08.2020,17:00,19.1,(7.718557087827363+0j)
22038,07.08.2020,18:00,19.8,(7.8117210804930926+0j)
22039,07.08.2020,19:00,20.6,(7.91554347121486+0j)
22040,07.08.2020,20:00,25.0,(8.443159645386329+0j)
22041,07.08.2020,21:00,29.2,(8.891723488154586+0j)
22042,07.08.2020,22:00,30.9,(9.061035349049689+0j)
22043,07.08.2020,23:00,38.0,(9.707771164485267+0j)
22044,08.08.2020,00:00,37.7,(9.682156873508728+0j)
22045,08.08.2020,01:00,46.1,(10.35361408616795+0j)
22046,08.08.2020,02:00,40.8,(9.940579873073851+0j)
22047,08.08.2020,03:00,30.1,(8.982153998437623+0j)
22048,08.08.2020,04:00,19.7,(7.798547832765037+0j)
22049,08.08.2020,05:00,12.4,(6.683422143933348+0j)
22050,08.08.2020,06:00,5.4,(5.065895787231798+0j)
22051,08.08.2020,07:00,0.7,(2.563840546696576+0j)
22052,08.08.2020,08:00,0.0,0j
22053,08.08.2020,09:00,0.6,(2.435428674119057+0j)
22054,08.08.2020,10:00,2.0,(3.6380472066995213+0j)
22055,08.08.2020,11:00,1.7,(3.4462065642893775+0j)
22056,08.08.2020,12:00,1.9,(3.5763734751556595+0j)
22057,08.08.2020,13:00,3.3,(4.298955782740786+0j)
22058,08.08.2020,14:00,7.9,(5.75087633328815+0j)
22059,08.08.2020,15:00,10.0,(6.220973216330527+0j)
22060,08.08.2020,16:00,18.2,(7.595367539612009+0j)
22061,08.08.2020,17:00,22.1,(8.10318503566459+0j)
22062,08.08.2020,18:00,31.0,(9.07079940331659+0j)
22063,08.08.2020,19:00,38.7,(9.76701796519052+0j)
22064,08.08.2020,20:00,30.1,(8.982153998437623+0j)
22065,08.08.2020,21:00,30.4,(9.011896447268589+0j)
22066,08.08.2020,22:00,48.8,(10.551922809232675+0j)
22067,08.08.2020,23:00,49.9,(10.630618022001926+0j)
22068,09.08.2020,00:00,45.8,(10.331106158468081+0j)
22069,09.08.2020,01:00,47.6,(10.464712847926641+0j)
22070,09.08.2020,02:00,44.5,(10.232419465438348+0j)
22071,09.08.2020,03:00,49.8,(10.623511991794878+0j)
22072,09.08.2020,04:00,49.7,(10.616396442451173+0j)
22073,09.08.2020,05:00,43.7,(10.170730433612173+0j)
22074,09.08.2020,06:00,35.4,(9.481115099460455+0j)
22075,09.08.2020,07:00,48.6,(10.537487876287653+0j)
22076,09.08.2020,08:00,46.3,(10.368565174210037+0j)
22077,09.08.2020,09:00,46.5,(10.383473268320765+0j)
22078,09.08.2020,10:00,49.6,(10.609271342027355+0j)
22079,09.08.2020,11:00,42.3,(10.06093756701798+0j)
22080,09.08.2020,12:00,44.3,(10.217066975065778+0j)
22081,09.08.2020,13:00,43.4,(10.1474029883288+0j)
22082,09.08.2020,14:00,47.4,(10.450035812048883+0j)
22083,09.08.2020,15:00,50.0,(10.637714564845169+0j)
22084,09.08.2020,16:00,49.9,(10.630618022001926+0j)
22085,09.08.2020,17:00,49.8,(10.623511991794878+0j)
22086,09.08.2020,18:00,49.9,(10.630618022001926+0j)
22087,09.08.2020,19:00,49.9,(10.630618022001926+0j)
22088,09.08.2020,20:00,49.9,(10.630618022001926+0j)
22089,09.08.2020,21:00,49.8,(10.623511991794878+0j)
22090,09.08.2020,22:00,49.3,(10.587838412255271+0j)
22091,09.08.2020,23:00,46.5,(10.383473268320765+0j)
22092,10.08.2020,00:00,46.5,(10.383473268320765+0j)
22093,10.08.2020,01:00,33.2,(9.280492542923815+0j)
22094,10.08.2020,02:00,27.7,(8.736783781526071+0j)
22095,10.08.2020,03:00,30.4,(9.011896447268589+0j)
22096,10.08.2020,04:00,29.4,(8.911978053557538+0j)
22097,10.08.2020,05:00,26.7,(8.630356822220165+0j)
22098,10.08.2020,06:00,27.3,(8.694525400021124+0j)
22099,10.08.2020,07:00,24.5,(8.386492436994665+0j)
22100,10.08.2020,08:00,16.9,(7.41004024008913+0j)
22101,10.08.2020,09:00,15.2,(7.152746950311319+0j)
22102,10.08.2020,10:00,15.2,(7.152746950311319+0j)
22103,10.08.2020,11:00,15.1,(7.137026576664659+0j)
22104,10.08.2020,12:00,23.1,(8.223606570164534+0j)
22105,10.08.2020,13:00,42.8,(10.100423597936691+0j)
22106,10.08.2020,14:00,47.9,(10.486651513498767+0j)
22107,10.08.2020,15:00,49.6,(10.609271342027355+0j)
22108,10.08.2020,16:00,49.8,(10.623511991794878+0j)
22109,10.08.2020,17:00,49.9,(10.630618022001926+0j)
22110,10.08.2020,18:00,49.7,(10.616396442451173+0j)
22111,10.08.2020,19:00,49.9,(10.630618022001926+0j)
22112,10.08.2020,20:00,49.7,(10.616396442451173+0j)
22113,10.08.2020,21:00,49.8,(10.623511991794878+0j)
22114,10.08.2020,22:00,44.0,(10.193951359953028+0j)
22115,10.08.2020,23:00,30.6,(9.031616196027596+0j)
22116,11.08.2020,00:00,14.6,(7.05736560945347+0j)
22117,11.08.2020,01:00,8.3,(5.846343954111057+0j)
22118,11.08.2020,02:00,13.7,(6.909265061497211+0j)
22119,11.08.2020,03:00,25.9,(8.543285493838237+0j)
22120,11.08.2020,04:00,22.6,(8.163839875378573+0j)
22121,11.08.2020,05:00,16.2,(7.30628602235717+0j)
22122,11.08.2020,06:00,21.7,(8.053999089209194+0j)
22123,11.08.2020,07:00,22.8,(8.187851307401276+0j)
22124,11.08.2020,08:00,23.8,(8.305848091671942+0j)
22125,11.08.2020,09:00,25.9,(8.543285493838237+0j)
22126,11.08.2020,10:00,26.7,(8.630356822220165+0j)
22127,11.08.2020,11:00,27.8,(8.74728473367836+0j)
22128,11.08.2020,12:00,26.9,(8.651852195743787+0j)
22129,11.08.2020,13:00,29.4,(8.911978053557538+0j)
22130,11.08.2020,14:00,35.2,(9.463226160549954+0j)
22131,11.08.2020,15:00,34.0,(9.354443808532094+0j)
22132,11.08.2020,16:00,46.0,(10.346122322273992+0j)
22133,11.08.2020,17:00,46.4,(10.376024576188868+0j)
22134,11.08.2020,18:00,45.5,(10.308499727017974+0j)
22135,11.08.2020,19:00,39.5,(9.833860202235016+0j)
22136,11.08.2020,20:00,36.5,(9.578318768525774+0j)
22137,11.08.2020,21:00,28.8,(8.850935192231224+0j)
22138,11.08.2020,22:00,14.4,(7.024991917525102+0j)
22139,11.08.2020,23:00,20.8,(7.941077659264387+0j)
22140,12.08.2020,00:00,17.0,(7.424626971120629+0j)
22141,12.08.2020,01:00,14.1,(6.97586449262976+0j)
22142,12.08.2020,02:00,9.1,(6.028447211232609+0j)
22143,12.08.2020,03:00,11.5,(6.517648649310115+0j)
22144,12.08.2020,04:00,15.3,(7.168398525273617+0j)
22145,12.08.2020,05:00,12.1,(6.6290829741869866+0j)
22146,12.08.2020,06:00,9.6,(6.136895704080322+0j)
22147,12.08.2020,07:00,5.9,(5.217658716135794+0j)
22148,12.08.2020,08:00,6.1,(5.2759614046163374+0j)
22149,12.08.2020,09:00,12.7,(6.736891793451561+0j)
22150,12.08.2020,10:00,23.3,(8.247271755505503+0j)
22151,12.08.2020,11:00,27.9,(8.757760533789247+0j)
22152,12.08.2020,12:00,29.9,(8.962215744194165+0j)
22153,12.08.2020,13:00,28.2,(8.789038515478454+0j)
22154,12.08.2020,14:00,34.4,(9.390984975653843+0j)
22155,12.08.2020,15:00,36.2,(9.55200457338971+0j)
22156,12.08.2020,16:00,37.8,(9.690710020070986+0j)
22157,12.08.2020,17:00,44.4,(10.224748983204313+0j)
22158,12.08.2020,18:00,48.0,(10.493944041240903+0j)
22159,12.08.2020,19:00,45.0,(10.270600488822707+0j)
22160,12.08.2020,20:00,44.9,(10.262986994195014+0j)
22161,12.08.2020,21:00,40.1,(9.883401895804298+0j)
22162,12.08.2020,22:00,20.4,(7.88984347384567+0j)
22163,12.08.2020,23:00,8.9,(5.983955204355269+0j)
22164,13.08.2020,00:00,13.6,(6.892413128578755+0j)
22165,13.08.2020,01:00,15.5,(7.199498257508635+0j)
22166,13.08.2020,02:00,17.1,(7.439156610863209+0j)
22167,13.08.2020,03:00,18.5,(7.636873104281225+0j)
22168,13.08.2020,04:00,16.8,(7.395395853619695+0j)
22169,13.08.2020,05:00,21.6,(8.041608301813026+0j)
22170,13.08.2020,06:00,23.0,(8.211722729084702+0j)
22171,13.08.2020,07:00,20.5,(7.902714366929142+0j)
22172,13.08.2020,08:00,20.7,(7.928331124256052+0j)
22173,13.08.2020,09:00,13.6,(6.892413128578755+0j)
22174,13.08.2020,10:00,15.4,(7.183982049372815+0j)
22175,13.08.2020,11:00,26.0,(8.554266592678193+0j)
22176,13.08.2020,12:00,37.3,(9.64779222992029+0j)
22177,13.08.2020,13:00,40.1,(9.883401895804298+0j)
22178,13.08.2020,14:00,41.6,(10.005130901757108+0j)
22179,13.08.2020,15:00,46.5,(10.383473268320765+0j)
22180,13.08.2020,16:00,49.6,(10.609271342027355+0j)
22181,13.08.2020,17:00,49.9,(10.630618022001926+0j)
22182,13.08.2020,18:00,49.9,(10.630618022001926+0j)
22183,13.08.2020,19:00,49.6,(10.609271342027355+0j)
22184,13.08.2020,20:00,49.5,(10.602136658408124+0j)
22185,13.08.2020,21:00,48.6,(10.537487876287653+0j)
22186,13.08.2020,22:00,41.5,(9.997107537528638+0j)
22187,13.08.2020,23:00,30.3,(9.002004127081525+0j)
22188,14.08.2020,00:00,27.4,(8.705128490283531+0j)
22189,14.08.2020,01:00,27.8,(8.74728473367836+0j)
22190,14.08.2020,02:00,27.3,(8.694525400021124+0j)
22191,14.08.2020,03:00,29.4,(8.911978053557538+0j)
22192,14.08.2020,04:00,27.0,(8.662559944537184+0j)
22193,14.08.2020,05:00,21.8,(8.066351867905823+0j)
22194,14.08.2020,06:00,34.3,(9.381876352115196+0j)
22195,14.08.2020,07:00,20.9,(7.953783405186381+0j)
22196,14.08.2020,08:00,22.3,(8.127555663712611+0j)
22197,14.08.2020,09:00,34.3,(9.381876352115196+0j)
22198,14.08.2020,10:00,38.6,(9.758598117943734+0j)
22199,14.08.2020,11:00,44.3,(10.217066975065778+0j)
22200,14.08.2020,12:00,47.3,(10.442681808344858+0j)
22201,14.08.2020,13:00,46.4,(10.376024576188868+0j)
22202,14.08.2020,14:00,32.8,(9.243070795572189+0j)
22203,14.08.2020,15:00,46.8,(10.405755468130835+0j)
22204,14.08.2020,16:00,48.2,(10.508498767301703+0j)
22205,14.08.2020,17:00,46.3,(10.368565174210037+0j)
22206,14.08.2020,18:00,48.9,(10.559125489154713+0j)
22207,14.08.2020,19:00,49.5,(10.602136658408124+0j)
22208,14.08.2020,20:00,49.4,(10.594992359305046+0j)
22209,14.08.2020,21:00,31.5,(9.119307274325193+0j)
22210,14.08.2020,22:00,21.9,(8.078666928047461+0j)
22211,14.08.2020,23:00,37.7,(9.682156873508728+0j)
22212,15.08.2020,00:00,25.5,(8.499076239487389+0j)
22213,15.08.2020,01:00,20.9,(7.953783405186381+0j)
22214,15.08.2020,02:00,12.3,(6.6654074416174725+0j)
22215,15.08.2020,03:00,8.1,(5.799003058935162+0j)
22216,15.08.2020,04:00,5.3,(5.0344297841876955+0j)
22217,15.08.2020,05:00,8.9,(5.983955204355269+0j)
22218,15.08.2020,06:00,12.0,(6.610770496989144+0j)
22219,15.08.2020,07:00,8.9,(5.983955204355269+0j)
22220,15.08.2020,08:00,7.4,(5.626896213458325+0j)
22221,15.08.2020,09:00,7.2,(5.575739779973723+0j)
22222,15.08.2020,10:00,4.4,(4.731613080274977+0j)
22223,15.08.2020,11:00,4.7,(4.836794294307115+0j)
22224,15.08.2020,12:00,24.5,(8.386492436994665+0j)
22225,15.08.2020,13:00,44.5,(10.232419465438348+0j)
22226,15.08.2020,14:00,41.6,(10.005130901757108+0j)
22227,15.08.2020,15:00,41.6,(10.005130901757108+0j)
22228,15.08.2020,16:00,48.5,(10.530255555637925+0j)
22229,15.08.2020,17:00,48.7,(10.544710282850588+0j)
22230,15.08.2020,18:00,49.7,(10.616396442451173+0j)
22231,15.08.2020,19:00,49.9,(10.630618022001926+0j)
22232,15.08.2020,20:00,49.9,(10.630618022001926+0j)
22233,15.08.2020,21:00,49.7,(10.616396442451173+0j)
22234,15.08.2020,22:00,29.0,(8.871376223704617+0j)
22235,15.08.2020,23:00,18.6,(7.6506085171568285+0j)
22236,16.08.2020,00:00,9.5,(6.115512618848728+0j)
22237,16.08.2020,01:00,11.9,(6.5923559991040515+0j)
22238,16.08.2020,02:00,11.8,(6.573838047626946+0j)
22239,16.08.2020,03:00,11.1,(6.441188236915157+0j)
22240,16.08.2020,04:00,17.5,(7.496715236490159+0j)
22241,16.08.2020,05:00,24.8,(8.420584244475148+0j)
22242,16.08.2020,06:00,23.4,(8.259053588317366+0j)
22243,16.08.2020,07:00,17.1,(7.439156610863209+0j)
22244,16.08.2020,08:00,11.9,(6.5923559991040515+0j)
22245,16.08.2020,09:00,9.7,(6.158130806519974+0j)
22246,16.08.2020,10:00,25.9,(8.543285493838237+0j)
22247,16.08.2020,11:00,34.0,(9.354443808532094+0j)
22248,16.08.2020,12:00,39.6,(9.842151825220771+0j)
22249,16.08.2020,13:00,37.5,(9.66500509822527+0j)
22250,16.08.2020,14:00,49.4,(10.594992359305046+0j)
22251,16.08.2020,15:00,49.9,(10.630618022001926+0j)
22252,16.08.2020,16:00,49.7,(10.616396442451173+0j)
22253,16.08.2020,17:00,49.9,(10.630618022001926+0j)
22254,16.08.2020,18:00,49.9,(10.630618022001926+0j)
22255,16.08.2020,19:00,49.8,(10.623511991794878+0j)
22256,16.08.2020,20:00,49.9,(10.630618022001926+0j)
22257,16.08.2020,21:00,49.9,(10.630618022001926+0j)
22258,16.08.2020,22:00,48.8,(10.551922809232675+0j)
22259,16.08.2020,23:00,33.1,(9.27116540845607+0j)
22260,17.08.2020,00:00,24.7,(8.409251008377932+0j)
22261,17.08.2020,01:00,25.2,(8.46561496295832+0j)
22262,17.08.2020,02:00,23.9,(8.31746467756765+0j)
22263,17.08.2020,03:00,33.4,(9.299090774117092+0j)
22264,17.08.2020,04:00,21.6,(8.041608301813026+0j)
22265,17.08.2020,05:00,24.6,(8.397887141819787+0j)
22266,17.08.2020,06:00,26.0,(8.554266592678193+0j)
22267,17.08.2020,07:00,21.7,(8.053999089209194+0j)
22268,17.08.2020,08:00,31.8,(9.148166034014928+0j)
22269,17.08.2020,09:00,38.4,(9.741714696476228+0j)
22270,17.08.2020,10:00,44.8,(10.255362186786304+0j)
22271,17.08.2020,11:00,49.5,(10.602136658408124+0j)
22272,17.08.2020,12:00,44.7,(10.247726024478933+0j)
22273,17.08.2020,13:00,37.3,(9.64779222992029+0j)
22274,17.08.2020,14:00,47.3,(10.442681808344858+0j)
22275,17.08.2020,15:00,49.8,(10.623511991794878+0j)
22276,17.08.2020,16:00,49.7,(10.616396442451173+0j)
22277,17.08.2020,17:00,49.9,(10.630618022001926+0j)
22278,17.08.2020,18:00,49.9,(10.630618022001926+0j)
22279,17.08.2020,19:00,49.7,(10.616396442451173+0j)
22280,17.08.2020,20:00,49.9,(10.630618022001926+0j)
22281,17.08.2020,21:00,49.8,(10.623511991794878+0j)
22282,17.08.2020,22:00,40.5,(9.916155745483715+0j)
22283,17.08.2020,23:00,17.5,(7.496715236490159+0j)
22284,18.08.2020,00:00,13.3,(6.841356341865315+0j)
22285,18.08.2020,01:00,2.4,(3.8660020392901084+0j)
22286,18.08.2020,02:00,3.3,(4.298955782740786+0j)
22287,18.08.2020,03:00,3.2,(4.2550858259380675+0j)
22288,18.08.2020,04:00,9.1,(6.028447211232609+0j)
22289,18.08.2020,05:00,11.0,(6.421786950004645+0j)
22290,18.08.2020,06:00,5.3,(5.0344297841876955+0j)
22291,18.08.2020,07:00,2.2,(3.755483790567496+0j)
22292,18.08.2020,08:00,4.2,(4.658807454140359+0j)
22293,18.08.2020,09:00,8.1,(5.799003058935162+0j)
22294,18.08.2020,10:00,12.7,(6.736891793451561+0j)
22295,18.08.2020,11:00,15.0,(7.121236643276363+0j)
22296,18.08.2020,12:00,20.0,(7.837935106087043+0j)
22297,18.08.2020,13:00,21.2,(7.991659135479583+0j)
22298,18.08.2020,14:00,22.9,(8.19980439197369+0j)
22299,18.08.2020,15:00,27.3,(8.694525400021124+0j)
22300,18.08.2020,16:00,28.4,(8.809767456680976+0j)
22301,18.08.2020,17:00,29.2,(8.891723488154586+0j)
22302,18.08.2020,18:00,35.0,(9.445269331521574+0j)
22303,18.08.2020,19:00,41.0,(9.956796182200662+0j)
22304,18.08.2020,20:00,36.9,(9.6131810185966+0j)
22305,18.08.2020,21:00,23.1,(8.223606570164534+0j)
22306,18.08.2020,22:00,13.7,(6.909265061497211+0j)
22307,18.08.2020,23:00,11.0,(6.421786950004645+0j)
22308,19.08.2020,00:00,5.2,(5.002565450878554+0j)
22309,19.08.2020,01:00,5.0,(4.937589713934536+0j)
22310,19.08.2020,02:00,8.8,(5.961458919796365+0j)
22311,19.08.2020,03:00,4.6,(4.802244584225887+0j)
22312,19.08.2020,04:00,4.3,(4.695492487826922+0j)
22313,19.08.2020,05:00,5.4,(5.065895787231798+0j)
22314,19.08.2020,06:00,4.0,(4.5836522562319715+0j)
22315,19.08.2020,07:00,1.7,(3.4462065642893775+0j)
22316,19.08.2020,08:00,0.0,0j
22317,19.08.2020,09:00,0.0,0j
22318,19.08.2020,10:00,0.0,0j
22319,19.08.2020,11:00,0.0,0j
22320,19.08.2020,12:00,0.0,0j
22321,19.08.2020,13:00,0.0,0j
22322,19.08.2020,14:00,0.0,0j
22323,19.08.2020,15:00,0.0,0j
22324,19.08.2020,16:00,0.0,0j
22325,19.08.2020,17:00,0.0,0j
22326,19.08.2020,18:00,0.0,0j
22327,19.08.2020,19:00,0.0,0j
22328,19.08.2020,20:00,0.0,0j
22329,19.08.2020,21:00,0.0,0j
22330,19.08.2020,22:00,0.0,0j
22331,19.08.2020,23:00,0.0,0j
22332,20.08.2020,00:00,0.0,0j
22333,20.08.2020,01:00,0.0,0j
22334,20.08.2020,02:00,0.0,0j
22335,20.08.2020,03:00,0.0,0j
22336,20.08.2020,04:00,0.0,0j
22337,20.08.2020,05:00,0.0,0j
22338,20.08.2020,06:00,0.0,0j
22339,20.08.2020,07:00,0.0,0j
22340,20.08.2020,08:00,0.0,0j
22341,20.08.2020,09:00,0.0,0j
22342,20.08.2020,10:00,0.0,0j
22343,20.08.2020,11:00,0.0,0j
