,Tarih,Saat,Toplam (MWh),AYDIN WindSpeed(m/s)
470,20.02.2018,14:00,21.4,(8.358252305053059+0j)
471,20.02.2018,15:00,17.4,(7.801186042652607+0j)
472,20.02.2018,16:00,11.7,(6.834490952063834+0j)
473,20.02.2018,17:00,10.8,(6.654551709959266+0j)
474,20.02.2018,18:00,7.8,(5.970477782139954+0j)
475,20.02.2018,19:00,9.3,(6.3309935126530155+0j)
476,20.02.2018,20:00,22.1,(8.448409901471315+0j)
477,20.02.2018,21:00,22.9,(8.549145590329816+0j)
478,20.02.2018,22:00,28.0,(9.141768713023673+0j)
479,20.02.2018,23:00,20.6,(8.252774130592655+0j)
480,21.02.2018,00:00,18.5,(7.962231402407791+0j)
481,21.02.2018,01:00,17.6,(7.830961850531967+0j)
482,21.02.2018,02:00,16.3,(7.633201971349574+0j)
483,21.02.2018,03:00,22.6,(8.511648855803024+0j)
484,21.02.2018,04:00,20.2,(8.199008603498974+0j)
485,21.02.2018,05:00,15.3,(7.4737981191425416+0j)
486,21.02.2018,06:00,15.9,(7.570244861456415+0j)
487,21.02.2018,07:00,16.7,(7.695137351817528+0j)
488,21.02.2018,08:00,17.2,(7.771181184471484+0j)
489,21.02.2018,09:00,16.9,(7.725734641271887+0j)
490,21.02.2018,10:00,22.2,(8.461133429583517+0j)
491,21.02.2018,11:00,12.4,(6.9681599973347+0j)
492,21.02.2018,12:00,6.7,(5.675478548913056+0j)
493,21.02.2018,13:00,6.2,(5.530632255025915+0j)
494,21.02.2018,14:00,5.1,(5.182042188128049+0j)
495,21.02.2018,15:00,27.1,(9.042752602124834+0j)
496,21.02.2018,16:00,33.8,(9.733815700440466+0j)
497,21.02.2018,17:00,23.3,(8.598635234499845+0j)
498,21.02.2018,18:00,30.2,(9.375185436990789+0j)
499,21.02.2018,19:00,28.5,(9.195863277986165+0j)
500,21.02.2018,20:00,35.1,(9.857041638883937+0j)
501,21.02.2018,21:00,40.0,(10.295897636548585+0j)
502,21.02.2018,22:00,36.2,(9.958954369367463+0j)
503,21.02.2018,23:00,36.5,(9.986389643985815+0j)
504,22.02.2018,00:00,40.0,(10.295897636548585+0j)
505,22.02.2018,01:00,43.0,(10.547115554440134+0j)
506,22.02.2018,02:00,45.0,(10.708165058791522+0j)
507,22.02.2018,03:00,34.9,(9.838284140391108+0j)
508,22.02.2018,04:00,29.3,(9.281113685589675+0j)
509,22.02.2018,05:00,29.0,(9.249328800730796+0j)
510,22.02.2018,06:00,28.8,(9.228016907699104+0j)
511,22.02.2018,07:00,20.3,(8.212516055601965+0j)
512,22.02.2018,08:00,17.5,(7.816102304676033+0j)
513,22.02.2018,09:00,14.5,(7.341197134139915+0j)
514,22.02.2018,10:00,6.6,(5.647100682011718+0j)
515,22.02.2018,11:00,12.4,(6.9681599973347+0j)
516,22.02.2018,12:00,12.5,(6.986841480826335+0j)
517,22.02.2018,13:00,13.2,(7.114901020142259+0j)
518,22.02.2018,14:00,17.9,(7.875205511701368+0j)
519,22.02.2018,15:00,14.4,(7.3242818734309445+0j)
520,22.02.2018,16:00,8.7,(6.191805465353192+0j)
521,22.02.2018,17:00,6.5,(5.618434702627392+0j)
522,22.02.2018,18:00,3.8,(4.697917845948198+0j)
523,22.02.2018,19:00,0.35,(2.1216165788920676+0j)
524,22.02.2018,20:00,0.0,0j
525,22.02.2018,21:00,0.0,0j
526,22.02.2018,22:00,0.0,0j
527,22.02.2018,23:00,0.0,0j
528,23.02.2018,00:00,1.65,(3.5574505100711296+0j)
529,23.02.2018,01:00,3.3,(4.48210678159787+0j)
530,23.02.2018,02:00,3.8,(4.697917845948198+0j)
531,23.02.2018,03:00,1.3,(3.2856805462946452+0j)
532,23.02.2018,04:00,2.6,(4.13969808350671+0j)
533,23.02.2018,05:00,4.4,(4.933196838204467+0j)
534,23.02.2018,06:00,4.0,(4.778932350182411+0j)
535,23.02.2018,07:00,2.2,(3.9154809252659835+0j)
536,23.02.2018,08:00,5.7,(5.3777734686023715+0j)
537,23.02.2018,09:00,4.35,(4.914439254642052+0j)
538,23.02.2018,10:00,0.65,(2.6078463778097842+0j)
539,23.02.2018,11:00,1.2,(3.1991747814257274+0j)
540,23.02.2018,12:00,0.16,(1.6343718739214124+0j)
541,23.02.2018,13:00,0.06,(1.1785860664428354+0j)
542,23.02.2018,14:00,0.25,(1.896520559991105+0j)
543,23.02.2018,15:00,1.03,(3.0403479848267874+0j)
544,23.02.2018,16:00,3.4,(4.5269308229880085+0j)
545,23.02.2018,17:00,3.0,(4.341948192634077+0j)
546,23.02.2018,18:00,3.4,(4.5269308229880085+0j)
547,23.02.2018,19:00,1.2,(3.1991747814257274+0j)
548,23.02.2018,20:00,0.0,0j
549,23.02.2018,21:00,0.2,(1.7605737307943534+0j)
550,23.02.2018,22:00,0.3,(2.015353824705552+0j)
551,23.02.2018,23:00,0.1,(1.3973682961652671+0j)
552,24.02.2018,00:00,0.0,0j
553,24.02.2018,01:00,0.0,0j
554,24.02.2018,02:00,0.1,(1.3973682961652671+0j)
555,24.02.2018,03:00,0.0,0j
556,24.02.2018,04:00,0.0,0j
557,24.02.2018,05:00,0.8,(2.7947365923305343+0j)
558,24.02.2018,06:00,2.4,(4.030707649411104+0j)
559,24.02.2018,07:00,6.5,(5.618434702627392+0j)
560,24.02.2018,08:00,6.6,(5.647100682011718+0j)
561,24.02.2018,09:00,20.7,(8.266106583707607+0j)
562,24.02.2018,10:00,34.0,(9.75297680441995+0j)
563,24.02.2018,11:00,38.6,(10.174349542957637+0j)
564,24.02.2018,12:00,37.6,(10.085718301520375+0j)
565,24.02.2018,13:00,35.3,(9.87572801847227+0j)
566,24.02.2018,14:00,45.0,(10.708165058791522+0j)
567,24.02.2018,15:00,44.8,(10.69227755020825+0j)
568,24.02.2018,16:00,27.5,(9.08702627046921+0j)
569,24.02.2018,17:00,21.1,(8.319011105915559+0j)
570,24.02.2018,18:00,17.1,(7.756091474302353+0j)
571,24.02.2018,19:00,10.8,(6.654551709959266+0j)
572,24.02.2018,20:00,10.9,(6.675027382719426+0j)
573,24.02.2018,21:00,13.3,(7.132822760892083+0j)
574,24.02.2018,22:00,22.9,(8.549145590329816+0j)
575,24.02.2018,23:00,34.4,(9.791074756862596+0j)
576,25.02.2018,00:00,37.9,(10.11247099527923+0j)
577,25.02.2018,01:00,40.6,(10.34712185105253+0j)
578,25.02.2018,02:00,42.4,(10.497829248571529+0j)
579,25.02.2018,03:00,45.0,(10.708165058791522+0j)
580,25.02.2018,04:00,36.8,(10.013674997200281+0j)
581,25.02.2018,05:00,36.4,(9.977261311984721+0j)
582,25.02.2018,06:00,32.0,(9.557864700364822+0j)
583,25.02.2018,07:00,15.2,(7.4574797307183465+0j)
584,25.02.2018,08:00,15.3,(7.4737981191425416+0j)
585,25.02.2018,09:00,12.2,(6.930493531915656+0j)
586,25.02.2018,10:00,10.7,(6.633949250828428+0j)
587,25.02.2018,11:00,14.9,(7.408090998846997+0j)
588,25.02.2018,12:00,10.4,(6.5713610925892905+0j)
589,25.02.2018,13:00,7.1,(5.7862474432419075+0j)
590,25.02.2018,14:00,4.0,(4.778932350182411+0j)
591,25.02.2018,15:00,1.5,(3.446206564289378+0j)
592,25.02.2018,16:00,0.4,(2.2181839033197557+0j)
593,25.02.2018,17:00,0.2,(1.7605737307943534+0j)
594,25.02.2018,18:00,0.0,0j
595,25.02.2018,19:00,0.0,0j
596,25.02.2018,20:00,0.0,0j
597,25.02.2018,21:00,0.0,0j
598,25.02.2018,22:00,0.9,(2.9066431876989745+0j)
599,25.02.2018,23:00,3.0,(4.341948192634077+0j)
600,26.02.2018,00:00,3.4,(4.5269308229880085+0j)
601,26.02.2018,01:00,5.1,(5.182042188128049+0j)
602,26.02.2018,02:00,9.4,(6.353604395697744+0j)
603,26.02.2018,03:00,12.4,(6.9681599973347+0j)
604,26.02.2018,04:00,12.0,(6.892413128578756+0j)
605,26.02.2018,05:00,13.6,(7.186054750598432+0j)
606,26.02.2018,06:00,13.1,(7.096888535434397+0j)
607,26.02.2018,07:00,20.5,(8.239398460260874+0j)
608,26.02.2018,08:00,32.7,(9.627055374517276+0j)
609,26.02.2018,09:00,37.3,(10.058822925041548+0j)
610,26.02.2018,10:00,44.1,(10.636296013746227+0j)
611,26.02.2018,11:00,45.0,(10.708165058791522+0j)
612,26.02.2018,12:00,41.9,(10.456400920006852+0j)
613,26.02.2018,13:00,42.5,(10.506075779259325+0j)
614,26.02.2018,14:00,45.0,(10.708165058791522+0j)
615,26.02.2018,15:00,45.0,(10.708165058791522+0j)
616,26.02.2018,16:00,35.7,(9.912890092112209+0j)
617,26.02.2018,17:00,20.3,(8.212516055601965+0j)
618,26.02.2018,18:00,10.5,(6.5923559991040515+0j)
619,26.02.2018,19:00,10.1,(6.507557441145295+0j)
620,26.02.2018,20:00,23.2,(8.586316255977028+0j)
621,26.02.2018,21:00,11.6,(6.814963728634793+0j)
622,26.02.2018,22:00,7.7,(5.9448530986261+0j)
623,26.02.2018,23:00,3.5,(4.570884356511836+0j)
624,27.02.2018,00:00,3.3,(4.48210678159787+0j)
625,27.02.2018,01:00,5.0,(5.147948818274292+0j)
626,27.02.2018,02:00,7.8,(5.970477782139954+0j)
627,27.02.2018,03:00,10.6,(6.613218024238674+0j)
628,27.02.2018,04:00,8.7,(6.191805465353192+0j)
629,27.02.2018,05:00,9.7,(6.420489357132383+0j)
630,27.02.2018,06:00,17.7,(7.84576521629518+0j)
631,27.02.2018,07:00,26.3,(8.952880790603228+0j)
632,27.02.2018,08:00,29.9,(9.344038411947993+0j)
633,27.02.2018,09:00,27.2,(9.053861645976017+0j)
634,27.02.2018,10:00,22.4,(8.486466315568268+0j)
635,27.02.2018,11:00,29.7,(9.323157809592962+0j)
636,27.02.2018,12:00,22.5,(8.499076239487389+0j)
637,27.02.2018,13:00,21.6,(8.384209776991602+0j)
638,27.02.2018,14:00,28.3,(9.174301971959535+0j)
639,27.02.2018,15:00,25.9,(8.907260224166848+0j)
640,27.02.2018,16:00,27.3,(9.064943495037424+0j)
641,27.02.2018,17:00,19.2,(8.061415298822206+0j)
642,27.02.2018,18:00,20.8,(8.27939616701342+0j)
643,27.02.2018,19:00,25.6,(8.872735613279021+0j)
644,27.02.2018,20:00,19.0,(8.033326516034618+0j)
645,27.02.2018,21:00,17.5,(7.816102304676033+0j)
646,27.02.2018,22:00,33.2,(9.675874948564317+0j)
647,27.02.2018,23:00,29.1,(9.259948016487469+0j)
648,28.02.2018,00:00,42.7,(10.522530114335344+0j)
649,28.02.2018,01:00,43.4,(10.579718901085847+0j)
650,28.02.2018,02:00,43.2,(10.56344238476612+0j)
651,28.02.2018,03:00,44.1,(10.636296013746227+0j)
652,28.02.2018,04:00,43.4,(10.579718901085847+0j)
653,28.02.2018,05:00,43.5,(10.587838412255271+0j)
654,28.02.2018,06:00,42.1,(10.473011592758978+0j)
655,28.02.2018,07:00,42.9,(10.538933149639515+0j)
656,28.02.2018,08:00,43.7,(10.604040179551125+0j)
657,28.02.2018,09:00,44.3,(10.652350824549801+0j)
658,28.02.2018,10:00,43.9,(10.620192588644253+0j)
659,28.02.2018,11:00,43.8,(10.612122530378011+0j)
660,28.02.2018,12:00,32.9,(9.64664251981825+0j)
661,28.02.2018,13:00,27.6,(9.098027523670474+0j)
662,28.02.2018,14:00,22.5,(8.499076239487389+0j)
663,28.02.2018,15:00,25.7,(8.884273643980475+0j)
664,28.02.2018,16:00,35.6,(9.903625703451445+0j)
665,28.02.2018,17:00,42.0,(10.464712847926641+0j)
666,28.02.2018,18:00,45.0,(10.708165058791522+0j)
667,28.02.2018,19:00,44.5,(10.668357386303605+0j)
668,28.02.2018,20:00,43.9,(10.620192588644253+0j)
669,28.02.2018,21:00,44.5,(10.668357386303605+0j)
670,28.02.2018,22:00,43.8,(10.612122530378011+0j)
671,28.02.2018,23:00,34.0,(9.75297680441995+0j)
672,01.03.2018,00:00,22.0,(8.435647933551172+0j)
673,01.03.2018,01:00,14.0,(7.255826635951876+0j)
674,01.03.2018,02:00,13.3,(7.132822760892083+0j)
675,01.03.2018,03:00,17.0,(7.740942819578839+0j)
676,01.03.2018,04:00,8.7,(6.191805465353192+0j)
677,01.03.2018,05:00,23.2,(8.586316255977028+0j)
678,01.03.2018,06:00,6.7,(5.675478548913056+0j)
679,01.03.2018,07:00,1.4,(3.36785638920644+0j)
680,01.03.2018,08:00,6.1,(5.500736361610857+0j)
681,01.03.2018,09:00,7.7,(5.9448530986261+0j)
682,01.03.2018,10:00,5.1,(5.182042188128049+0j)
683,01.03.2018,11:00,1.5,(3.446206564289378+0j)
684,01.03.2018,12:00,4.1,(4.8184294500013145+0j)
685,01.03.2018,13:00,9.5,(6.3760554811786925+0j)
686,01.03.2018,14:00,3.8,(4.697917845948198+0j)
687,01.03.2018,15:00,6.2,(5.530632255025915+0j)
688,01.03.2018,16:00,10.1,(6.507557441145295+0j)
689,01.03.2018,17:00,4.6,(5.006837498600141+0j)
690,01.03.2018,18:00,1.0,(3.010538732009199+0j)
691,01.03.2018,19:00,8.6,(6.167990593632756+0j)
692,01.03.2018,20:00,0.9,(2.9066431876989745+0j)
693,01.03.2018,21:00,0.0,0j
694,01.03.2018,22:00,0.1,(1.3973682961652671+0j)
695,01.03.2018,23:00,0.2,(1.7605737307943534+0j)
696,02.03.2018,00:00,0.0,0j
697,02.03.2018,01:00,0.0,0j
698,02.03.2018,02:00,0.0,0j
699,02.03.2018,03:00,0.6,(2.539186706732667+0j)
700,02.03.2018,04:00,2.7,(4.192104888495801+0j)
701,02.03.2018,05:00,4.3,(4.895537378431298+0j)
702,02.03.2018,06:00,6.3,(5.5602083909423055+0j)
703,02.03.2018,07:00,13.6,(7.186054750598432+0j)
704,02.03.2018,08:00,23.7,(8.64756166580847+0j)
705,02.03.2018,09:00,31.3,(9.487657493236837+0j)
706,02.03.2018,10:00,36.9,(10.022737151464618+0j)
707,02.03.2018,11:00,41.3,(10.40624954512071+0j)
708,02.03.2018,12:00,41.2,(10.397843847161546+0j)
709,02.03.2018,13:00,39.3,(10.23548444074983+0j)
710,02.03.2018,14:00,36.7,(10.00459641108342+0j)
711,02.03.2018,15:00,39.0,(10.209373397626953+0j)
712,02.03.2018,16:00,42.4,(10.497829248571529+0j)
713,02.03.2018,17:00,45.0,(10.708165058791522+0j)
714,02.03.2018,18:00,44.7,(10.68431605988526+0j)
715,02.03.2018,19:00,43.0,(10.547115554440134+0j)
716,02.03.2018,20:00,44.4,(10.660360113901474+0j)
717,02.03.2018,21:00,44.9,(10.700227201873002+0j)
718,02.03.2018,22:00,45.0,(10.708165058791522+0j)
719,02.03.2018,23:00,44.8,(10.69227755020825+0j)
720,03.03.2018,00:00,45.0,(10.708165058791522+0j)
721,03.03.2018,01:00,45.0,(10.708165058791522+0j)
722,03.03.2018,02:00,45.0,(10.708165058791522+0j)
723,03.03.2018,03:00,45.0,(10.708165058791522+0j)
724,03.03.2018,04:00,45.0,(10.708165058791522+0j)
725,03.03.2018,05:00,45.0,(10.708165058791522+0j)
726,03.03.2018,06:00,44.7,(10.68431605988526+0j)
727,03.03.2018,07:00,45.0,(10.708165058791522+0j)
728,03.03.2018,08:00,45.0,(10.708165058791522+0j)
729,03.03.2018,09:00,45.0,(10.708165058791522+0j)
730,03.03.2018,10:00,45.0,(10.708165058791522+0j)
731,03.03.2018,11:00,45.0,(10.708165058791522+0j)
732,03.03.2018,12:00,45.0,(10.708165058791522+0j)
733,03.03.2018,13:00,43.5,(10.587838412255271+0j)
734,03.03.2018,14:00,45.0,(10.708165058791522+0j)
735,03.03.2018,15:00,39.5,(10.252818063093027+0j)
736,03.03.2018,16:00,43.0,(10.547115554440134+0j)
737,03.03.2018,17:00,43.0,(10.547115554440134+0j)
738,03.03.2018,18:00,43.5,(10.587838412255271+0j)
739,03.03.2018,19:00,40.9,(10.372544857055056+0j)
740,03.03.2018,20:00,42.9,(10.538933149639515+0j)
741,03.03.2018,21:00,42.2,(10.48129720665224+0j)
742,03.03.2018,22:00,44.8,(10.69227755020825+0j)
743,03.03.2018,23:00,44.9,(10.700227201873002+0j)
744,04.03.2018,00:00,44.5,(10.668357386303605+0j)
745,04.03.2018,01:00,44.3,(10.652350824549801+0j)
746,04.03.2018,02:00,44.7,(10.68431605988526+0j)
747,04.03.2018,03:00,44.0,(10.62825040098331+0j)
748,04.03.2018,04:00,33.9,(9.743405672850493+0j)
749,04.03.2018,05:00,30.7,(9.426641930972304+0j)
750,04.03.2018,06:00,42.1,(10.473011592758978+0j)
751,04.03.2018,07:00,42.0,(10.464712847926641+0j)
752,04.03.2018,08:00,40.0,(10.295897636548585+0j)
753,04.03.2018,09:00,43.0,(10.547115554440134+0j)
754,04.03.2018,10:00,45.0,(10.708165058791522+0j)
755,04.03.2018,11:00,42.1,(10.473011592758978+0j)
756,04.03.2018,12:00,45.0,(10.708165058791522+0j)
757,04.03.2018,13:00,45.0,(10.708165058791522+0j)
758,04.03.2018,14:00,44.8,(10.69227755020825+0j)
759,04.03.2018,15:00,43.9,(10.620192588644253+0j)
760,04.03.2018,16:00,39.7,(10.270093273626623+0j)
761,04.03.2018,17:00,33.0,(9.65640633470161+0j)
762,04.03.2018,18:00,21.0,(8.305848091671942+0j)
763,04.03.2018,19:00,21.6,(8.384209776991602+0j)
764,04.03.2018,20:00,17.3,(7.786212520155339+0j)
765,04.03.2018,21:00,13.7,(7.203624636550757+0j)
766,04.03.2018,22:00,12.5,(6.986841480826335+0j)
767,04.03.2018,23:00,15.9,(7.570244861456415+0j)
768,05.03.2018,00:00,11.6,(6.814963728634793+0j)
769,05.03.2018,01:00,8.1,(6.046061474116655+0j)
770,05.03.2018,02:00,4.3,(4.895537378431298+0j)
771,05.03.2018,03:00,6.3,(5.5602083909423055+0j)
772,05.03.2018,04:00,8.3,(6.095419261923329+0j)
773,05.03.2018,05:00,9.8,(6.4424775060122235+0j)
774,05.03.2018,06:00,10.2,(6.528964034265818+0j)
775,05.03.2018,07:00,11.8,(6.8539072238630325+0j)
776,05.03.2018,08:00,18.0,(7.88984347384567+0j)
777,05.03.2018,09:00,25.5,(8.861167496362844+0j)
778,05.03.2018,10:00,28.1,(9.152638840639295+0j)
779,05.03.2018,11:00,25.6,(8.872735613279021+0j)
780,05.03.2018,12:00,19.1,(8.0473954178345+0j)
781,05.03.2018,13:00,29.8,(9.333609788984068+0j)
782,05.03.2018,14:00,44.0,(10.62825040098331+0j)
783,05.03.2018,15:00,41.0,(10.380991558554083+0j)
784,05.03.2018,16:00,45.0,(10.708165058791522+0j)
785,05.03.2018,17:00,45.0,(10.708165058791522+0j)
786,05.03.2018,18:00,44.6,(10.676342686729873+0j)
787,05.03.2018,19:00,45.0,(10.708165058791522+0j)
788,05.03.2018,20:00,45.0,(10.708165058791522+0j)
789,05.03.2018,21:00,44.8,(10.69227755020825+0j)
790,05.03.2018,22:00,44.6,(10.676342686729873+0j)
791,05.03.2018,23:00,45.0,(10.708165058791522+0j)
792,06.03.2018,00:00,44.0,(10.62825040098331+0j)
793,06.03.2018,01:00,44.1,(10.636296013746227+0j)
794,06.03.2018,02:00,44.5,(10.668357386303605+0j)
795,06.03.2018,03:00,45.0,(10.708165058791522+0j)
796,06.03.2018,04:00,44.4,(10.660360113901474+0j)
797,06.03.2018,05:00,44.1,(10.636296013746227+0j)
798,06.03.2018,06:00,41.2,(10.397843847161546+0j)
799,06.03.2018,07:00,19.0,(8.033326516034618+0j)
800,06.03.2018,08:00,31.1,(9.467406295069976+0j)
801,06.03.2018,09:00,27.3,(9.064943495037424+0j)
802,06.03.2018,10:00,22.0,(8.435647933551172+0j)
803,06.03.2018,11:00,26.0,(8.918709157365361+0j)
804,06.03.2018,12:00,32.0,(9.557864700364822+0j)
805,06.03.2018,13:00,34.0,(9.75297680441995+0j)
806,06.03.2018,14:00,44.0,(10.62825040098331+0j)
807,06.03.2018,15:00,43.0,(10.547115554440134+0j)
808,06.03.2018,16:00,43.0,(10.547115554440134+0j)
809,06.03.2018,17:00,44.0,(10.62825040098331+0j)
810,06.03.2018,18:00,44.4,(10.660360113901474+0j)
811,06.03.2018,19:00,43.5,(10.587838412255271+0j)
812,06.03.2018,20:00,36.0,(9.940579873073851+0j)
813,06.03.2018,21:00,29.8,(9.333609788984068+0j)
814,06.03.2018,22:00,25.1,(8.814590197317086+0j)
815,06.03.2018,23:00,24.0,(8.683896385268152+0j)
816,07.03.2018,00:00,15.5,(7.506222811975178+0j)
817,07.03.2018,01:00,19.0,(8.033326516034618+0j)
818,07.03.2018,02:00,23.9,(8.671818627838755+0j)
819,07.03.2018,03:00,23.8,(8.659707133547236+0j)
820,07.03.2018,04:00,28.8,(9.228016907699104+0j)
821,07.03.2018,05:00,34.5,(9.800553053930273+0j)
822,07.03.2018,06:00,32.0,(9.557864700364822+0j)
823,07.03.2018,07:00,35.9,(9.931367096829286+0j)
824,07.03.2018,08:00,44.7,(10.68431605988526+0j)
825,07.03.2018,09:00,44.6,(10.676342686729873+0j)
826,07.03.2018,10:00,44.9,(10.700227201873002+0j)
827,07.03.2018,11:00,44.9,(10.700227201873002+0j)
828,07.03.2018,12:00,44.9,(10.700227201873002+0j)
829,07.03.2018,13:00,44.9,(10.700227201873002+0j)
830,07.03.2018,14:00,44.8,(10.69227755020825+0j)
831,07.03.2018,15:00,44.9,(10.700227201873002+0j)
832,07.03.2018,16:00,44.9,(10.700227201873002+0j)
833,07.03.2018,17:00,44.9,(10.700227201873002+0j)
834,07.03.2018,18:00,45.0,(10.708165058791522+0j)
835,07.03.2018,19:00,45.0,(10.708165058791522+0j)
836,07.03.2018,20:00,45.0,(10.708165058791522+0j)
837,07.03.2018,21:00,44.9,(10.700227201873002+0j)
838,07.03.2018,22:00,44.8,(10.69227755020825+0j)
839,07.03.2018,23:00,45.0,(10.708165058791522+0j)
840,08.03.2018,00:00,45.0,(10.708165058791522+0j)
841,08.03.2018,01:00,45.0,(10.708165058791522+0j)
842,08.03.2018,02:00,44.9,(10.700227201873002+0j)
843,08.03.2018,03:00,44.9,(10.700227201873002+0j)
844,08.03.2018,04:00,44.1,(10.636296013746227+0j)
845,08.03.2018,05:00,44.9,(10.700227201873002+0j)
846,08.03.2018,06:00,41.9,(10.456400920006852+0j)
847,08.03.2018,07:00,41.1,(10.38942453672119+0j)
848,08.03.2018,08:00,41.7,(10.439737304647712+0j)
849,08.03.2018,09:00,39.6,(10.261462939079914+0j)
850,08.03.2018,10:00,39.8,(10.278709127729238+0j)
851,08.03.2018,11:00,41.8,(10.448075756519076+0j)
852,08.03.2018,12:00,29.6,(9.312682342558354+0j)
853,08.03.2018,13:00,32.6,(9.61723184180237+0j)
854,08.03.2018,14:00,20.5,(8.239398460260874+0j)
855,08.03.2018,15:00,26.1,(8.930128771832704+0j)
856,08.03.2018,16:00,30.3,(9.38552192324258+0j)
857,08.03.2018,17:00,42.6,(10.514309384337189+0j)
858,08.03.2018,18:00,42.4,(10.497829248571529+0j)
859,08.03.2018,19:00,42.3,(10.489569741425528+0j)
860,08.03.2018,20:00,40.4,(10.330103527817526+0j)
861,08.03.2018,21:00,39.0,(10.209373397626953+0j)
862,08.03.2018,22:00,24.3,(8.719929563096922+0j)
863,08.03.2018,23:00,23.5,(8.623167850278396+0j)
864,09.03.2018,00:00,22.8,(8.536683261306077+0j)
865,09.03.2018,01:00,25.0,(8.802868653971766+0j)
866,09.03.2018,02:00,39.3,(10.23548444074983+0j)
867,09.03.2018,03:00,34.9,(9.838284140391108+0j)
868,09.03.2018,04:00,21.6,(8.384209776991602+0j)
869,09.03.2018,05:00,12.8,(7.042294923177414+0j)
870,09.03.2018,06:00,9.7,(6.420489357132383+0j)
871,09.03.2018,07:00,5.5,(5.314125200491655+0j)
872,09.03.2018,08:00,4.3,(4.895537378431298+0j)
873,09.03.2018,09:00,6.1,(5.500736361610857+0j)
874,09.03.2018,10:00,1.5,(3.446206564289378+0j)
875,09.03.2018,11:00,0.0,0j
876,09.03.2018,12:00,2.4,(4.030707649411104+0j)
877,09.03.2018,13:00,3.7,(4.656341171279177+0j)
878,09.03.2018,14:00,11.0,(6.69537820187625+0j)
879,09.03.2018,15:00,12.1,(6.9115057832568585+0j)
880,09.03.2018,16:00,13.2,(7.114901020142259+0j)
881,09.03.2018,17:00,14.5,(7.341197134139915+0j)
882,09.03.2018,18:00,15.6,(7.522330635647784+0j)
883,09.03.2018,19:00,16.1,(7.601853766111358+0j)
884,09.03.2018,20:00,13.2,(7.114901020142259+0j)
885,09.03.2018,21:00,12.1,(6.9115057832568585+0j)
886,09.03.2018,22:00,13.4,(7.150654892002369+0j)
887,09.03.2018,23:00,16.7,(7.695137351817528+0j)
888,10.03.2018,00:00,19.9,(8.158216841116264+0j)
889,10.03.2018,01:00,17.5,(7.816102304676033+0j)
890,10.03.2018,02:00,15.9,(7.570244861456415+0j)
891,10.03.2018,03:00,13.5,(7.168398525273617+0j)
892,10.03.2018,04:00,11.9,(6.873214106764702+0j)
893,10.03.2018,05:00,9.2,(6.3082199578893094+0j)
894,10.03.2018,06:00,13.8,(7.221109230955072+0j)
895,10.03.2018,07:00,21.2,(8.332132596282488+0j)
896,10.03.2018,08:00,17.0,(7.740942819578839+0j)
897,10.03.2018,09:00,12.0,(6.892413128578756+0j)
898,10.03.2018,10:00,9.7,(6.420489357132383+0j)
899,10.03.2018,11:00,3.9,(4.738771356060863+0j)
900,10.03.2018,12:00,1.2,(3.1991747814257274+0j)
901,10.03.2018,13:00,0.9,(2.9066431876989745+0j)
902,10.03.2018,14:00,7.3,(5.840076091943958+0j)
903,10.03.2018,15:00,8.7,(6.191805465353192+0j)
904,10.03.2018,16:00,11.7,(6.834490952063834+0j)
905,10.03.2018,17:00,8.9,(6.238893247029198+0j)
906,10.03.2018,18:00,5.1,(5.182042188128049+0j)
907,10.03.2018,19:00,2.7,(4.192104888495801+0j)
908,10.03.2018,20:00,1.2,(3.1991747814257274+0j)
909,10.03.2018,21:00,0.7,(2.6730693875520624+0j)
910,10.03.2018,22:00,0.0,0j
911,10.03.2018,23:00,0.1,(1.3973682961652671+0j)
912,11.03.2018,00:00,0.0,0j
913,11.03.2018,01:00,0.2,(1.7605737307943534+0j)
914,11.03.2018,02:00,1.8,(3.6621409367154727+0j)
915,11.03.2018,03:00,0.2,(1.7605737307943534+0j)
916,11.03.2018,04:00,1.9,(3.7287398653591732+0j)
917,11.03.2018,05:00,2.4,(4.030707649411104+0j)
918,11.03.2018,06:00,4.8,(5.078373413465334+0j)
919,11.03.2018,07:00,3.15,(4.4131403244721135+0j)
920,11.03.2018,08:00,2.55,(4.112989610389028+0j)
921,11.03.2018,09:00,3.6,(4.614008453849553+0j)
922,11.03.2018,10:00,2.85,(4.268341630653039+0j)
923,11.03.2018,11:00,1.8,(3.6621409367154727+0j)
924,11.03.2018,12:00,3.95,(4.758936583471599+0j)
925,11.03.2018,13:00,4.2,(4.857289430190049+0j)
926,11.03.2018,14:00,6.2,(5.530632255025915+0j)
927,11.03.2018,15:00,5.5,(5.314125200491655+0j)
928,11.03.2018,16:00,2.7,(4.192104888495801+0j)
929,11.03.2018,17:00,5.5,(5.314125200491655+0j)
930,11.03.2018,18:00,26.9,(9.020452258572083+0j)
931,11.03.2018,19:00,23.3,(8.598635234499845+0j)
932,11.03.2018,20:00,23.7,(8.64756166580847+0j)
933,11.03.2018,21:00,28.1,(9.152638840639295+0j)
934,11.03.2018,22:00,29.8,(9.333609788984068+0j)
935,11.03.2018,23:00,30.0,(9.354443808532094+0j)
936,12.03.2018,00:00,19.1,(8.0473954178345+0j)
937,12.03.2018,01:00,10.4,(6.5713610925892905+0j)
938,12.03.2018,02:00,3.7,(4.656341171279177+0j)
