,Tarih,Saat,Toplam (MWh),AFYON WindSpeed(m/s)
463,20.02.2018,07:00,16.0,(4.430099357394047+0j)
464,20.02.2018,08:00,25.5,(5.174720124255095+0j)
465,20.02.2018,09:00,14.1,(4.247302336973153+0j)
466,20.02.2018,10:00,7.1,(3.379036803079682+0j)
467,20.02.2018,11:00,7.5,(3.441337181975021+0j)
468,20.02.2018,12:00,8.4,(3.5738246039772394+0j)
469,20.02.2018,13:00,10.6,(3.8619687992762772+0j)
470,20.02.2018,14:00,12.3,(4.0582784590455585+0j)
471,20.02.2018,15:00,15.0,(4.335813155356233+0j)
472,20.02.2018,16:00,12.6,(4.091007924560267+0j)
473,20.02.2018,17:00,16.0,(4.430099357394047+0j)
474,20.02.2018,18:00,20.0,(4.772179867928846+0j)
475,20.02.2018,19:00,13.0,(4.1338488193205505+0j)
476,20.02.2018,20:00,7.0,(3.3630977132440556+0j)
477,20.02.2018,21:00,14.0,(4.237237601769498+0j)
478,20.02.2018,22:00,30.0,(5.462782262844428+0j)
479,20.02.2018,23:00,25.7,(5.188213588532803+0j)
480,21.02.2018,00:00,14.4,(4.277213902312174+0j)
481,21.02.2018,01:00,5.1,(3.026194686721797+0j)
482,21.02.2018,02:00,5.6,(3.122023358428456+0j)
483,21.02.2018,03:00,18.7,(4.666457783739478+0j)
484,21.02.2018,04:00,44.7,(6.23939738772389+0j)
485,21.02.2018,05:00,25.6,(5.181475641226245+0j)
486,21.02.2018,06:00,21.7,(4.903731887240576+0j)
487,21.02.2018,07:00,25.8,(5.194934079968445+0j)
488,21.02.2018,08:00,31.1,(5.528749783784914+0j)
489,21.02.2018,09:00,36.1,(5.810442480964198+0j)
490,21.02.2018,10:00,33.7,(5.678715430104454+0j)
491,21.02.2018,11:00,47.8,(6.380422500823819+0j)
492,21.02.2018,12:00,50.85,(6.513340634238642+0j)
493,21.02.2018,13:00,50.55,(6.5005064322479384+0j)
494,21.02.2018,14:00,58.8,(6.836480526707246+0j)
495,21.02.2018,15:00,50.4,(6.494070283057208+0j)
496,21.02.2018,16:00,56.0,(6.726195426488111+0j)
497,21.02.2018,17:00,56.0,(6.726195426488111+0j)
498,21.02.2018,18:00,66.0,(7.104847887066928+0j)
499,21.02.2018,19:00,62.0,(6.9583142047446005+0j)
500,21.02.2018,20:00,89.0,(7.849406270546734+0j)
501,21.02.2018,21:00,90.0,(7.878695371270308+0j)
502,21.02.2018,22:00,106.0,(8.320359552981591+0j)
503,21.02.2018,23:00,101.1,(8.1901248889662+0j)
504,22.02.2018,00:00,101.1,(8.1901248889662+0j)
505,22.02.2018,01:00,106.7,(8.338634640520054+0j)
506,22.02.2018,02:00,87.1,(7.793146804274918+0j)
507,22.02.2018,03:00,81.8,(7.6317577012392555+0j)
508,22.02.2018,04:00,61.0,(6.92070096086557+0j)
509,22.02.2018,05:00,51.5,(6.5409758960805675+0j)
510,22.02.2018,06:00,53.1,(6.608024523843751+0j)
511,22.02.2018,07:00,51.9,(6.557866806182795+0j)
512,22.02.2018,08:00,36.62,(5.8382082958581965+0j)
513,22.02.2018,09:00,40.88,(6.056342600807602+0j)
514,22.02.2018,10:00,55.7,(6.714162850836086+0j)
515,22.02.2018,11:00,48.5,(6.411417406063315+0j)
516,22.02.2018,12:00,39.8,(6.0025321715741375+0j)
517,22.02.2018,13:00,44.2,(6.216046131140628+0j)
518,22.02.2018,14:00,41.95,(6.108728086324694+0j)
519,22.02.2018,15:00,48.25,(6.400382242415714+0j)
520,22.02.2018,16:00,41.8,(6.101438427745884+0j)
521,22.02.2018,17:00,51.0,(6.519738811863608+0j)
522,22.02.2018,18:00,65.0,(7.068782048236004+0j)
523,22.02.2018,19:00,55.0,(6.6859178414492275+0j)
524,22.02.2018,20:00,43.0,(6.159275415435669+0j)
525,22.02.2018,21:00,31.0,(5.5228176442684225+0j)
526,22.02.2018,22:00,28.0,(5.33858484787546+0j)
527,22.02.2018,23:00,37.9,(5.905452886055528+0j)
528,23.02.2018,00:00,46.3,(6.3129711223618+0j)
529,23.02.2018,01:00,38.0,(5.910642214636152+0j)
530,23.02.2018,02:00,29.4,(5.426118189927596+0j)
531,23.02.2018,03:00,26.5,(5.241498071747702+0j)
532,23.02.2018,04:00,19.1,(4.69949575308211+0j)
533,23.02.2018,05:00,20.5,(4.811621159578466+0j)
534,23.02.2018,06:00,18.2,(4.624490962410138+0j)
535,23.02.2018,07:00,17.8,(4.59036063390359+0j)
536,23.02.2018,08:00,28.3,(5.357583530587655+0j)
537,23.02.2018,09:00,26.85,(5.264472996877518+0j)
538,23.02.2018,10:00,23.5,(5.035733748174934+0j)
539,23.02.2018,11:00,32.05,(5.584480991258511+0j)
540,23.02.2018,12:00,36.15,(5.813123811515962+0j)
541,23.02.2018,13:00,43.1,(6.164046351050055+0j)
542,23.02.2018,14:00,31.85,(5.572840559400529+0j)
543,23.02.2018,15:00,18.05,(4.611751253341642+0j)
544,23.02.2018,16:00,8.85,(3.6365360394406037+0j)
545,23.02.2018,17:00,20.4,(4.803784629162756+0j)
546,23.02.2018,18:00,14.0,(4.237237601769498+0j)
547,23.02.2018,19:00,14.5,(4.287092029549208+0j)
548,23.02.2018,20:00,10.2,(3.812766386880813+0j)
549,23.02.2018,21:00,7.6,(3.4565645359651773+0j)
550,23.02.2018,22:00,2.4,(2.3538415222325813+0j)
551,23.02.2018,23:00,1.4,(1.966751473773749+0j)
552,24.02.2018,00:00,1.1,(1.8148373171935976+0j)
553,24.02.2018,01:00,3.4,(2.643624560808946+0j)
554,24.02.2018,02:00,3.3,(2.617448340900316+0j)
555,24.02.2018,03:00,0.0,0j
556,24.02.2018,04:00,0.6,(1.4828272409887102+0j)
557,24.02.2018,05:00,1.3,(1.918762651960164+0j)
558,24.02.2018,06:00,0.0,0j
559,24.02.2018,07:00,0.4,(1.2953689103065613+0j)
560,24.02.2018,08:00,0.3,(1.1769207611162908+0j)
561,24.02.2018,09:00,7.7,(3.471658895718618+0j)
562,24.02.2018,10:00,11.0,(3.909948472926284+0j)
563,24.02.2018,11:00,20.0,(4.772179867928846+0j)
564,24.02.2018,12:00,44.0,(6.2066563190646376+0j)
565,24.02.2018,13:00,58.0,(6.805334397590895+0j)
566,24.02.2018,14:00,55.0,(6.6859178414492275+0j)
567,24.02.2018,15:00,64.0,(7.032344380250954+0j)
568,24.02.2018,16:00,91.7,(7.927992870810357+0j)
569,24.02.2018,17:00,128.3,(8.867115344228363+0j)
570,24.02.2018,18:00,117.9,(8.620743845026036+0j)
571,24.02.2018,19:00,122.0,(8.719536820622206+0j)
572,24.02.2018,20:00,125.8,(8.809143529075504+0j)
573,24.02.2018,21:00,139.4,(9.11579178768063+0j)
574,24.02.2018,22:00,88.8,(7.8435221556949815+0j)
575,24.02.2018,23:00,94.85,(8.01775135983245+0j)
576,25.02.2018,00:00,104.0,(8.267697638641101+0j)
577,25.02.2018,01:00,117.75,(8.617086337652358+0j)
578,25.02.2018,02:00,110.5,(8.436472561967365+0j)
579,25.02.2018,03:00,93.0,(7.965281374332306+0j)
580,25.02.2018,04:00,97.0,(8.077879749561555+0j)
581,25.02.2018,05:00,122.0,(8.719536820622206+0j)
582,25.02.2018,06:00,109.15,(8.401975014864572+0j)
583,25.02.2018,07:00,92.85,(7.9609966605553755+0j)
584,25.02.2018,08:00,43.0,(6.159275415435669+0j)
585,25.02.2018,09:00,40.0,(6.012569869488088+0j)
586,25.02.2018,10:00,72.0,(7.313932891744989+0j)
587,25.02.2018,11:00,85.0,(7.730005108980555+0j)
588,25.02.2018,12:00,99.0,(8.13302056750046+0j)
589,25.02.2018,13:00,99.0,(8.13302056750046+0j)
590,25.02.2018,14:00,56.0,(6.726195426488111+0j)
591,25.02.2018,15:00,24.0,(5.071197830335329+0j)
592,25.02.2018,16:00,3.0,(2.5355989151676646+0j)
593,25.02.2018,17:00,0.0,0j
594,25.02.2018,18:00,1.0,(1.7580860950627388+0j)
595,25.02.2018,19:00,4.0,(2.7907877167532553+0j)
596,25.02.2018,20:00,3.0,(2.5355989151676646+0j)
597,25.02.2018,21:00,3.0,(2.5355989151676646+0j)
598,25.02.2018,22:00,1.0,(1.7580860950627388+0j)
599,25.02.2018,23:00,7.42,(3.4290575514824733+0j)
600,26.02.2018,00:00,6.23,(3.2349642675029364+0j)
601,26.02.2018,01:00,10.9,(3.8980640577542296+0j)
602,26.02.2018,02:00,17.95,(4.6032188541054+0j)
603,26.02.2018,03:00,22.4,(4.955903163438622+0j)
604,26.02.2018,04:00,37.35,(5.876747182346141+0j)
605,26.02.2018,05:00,43.15,(6.166429051848257+0j)
606,26.02.2018,06:00,65.8,(7.09766401170592+0j)
607,26.02.2018,07:00,79.8,(7.569045271758597+0j)
608,26.02.2018,08:00,76.9,(7.476223091717552+0j)
609,26.02.2018,09:00,60.1,(6.886495949612549+0j)
610,26.02.2018,10:00,90.0,(7.878695371270308+0j)
611,26.02.2018,11:00,117.0,(8.598752056010891+0j)
612,26.02.2018,12:00,136.0,(9.041068822054088+0j)
613,26.02.2018,13:00,122.0,(8.719536820622206+0j)
614,26.02.2018,14:00,120.0,(8.671626310712465+0j)
615,26.02.2018,15:00,129.0,(8.883212321317076+0j)
616,26.02.2018,16:00,124.7,(8.783392497544748+0j)
617,26.02.2018,17:00,160.2,(9.54833489655714+0j)
618,26.02.2018,18:00,150.2,(9.345376083701778+0j)
619,26.02.2018,19:00,125.3,(8.797457201307626+0j)
620,26.02.2018,20:00,156.2,(9.468194021961311+0j)
621,26.02.2018,21:00,165.3,(9.648602693899367+0j)
622,26.02.2018,22:00,161.2,(9.56816123026406+0j)
623,26.02.2018,23:00,62.65,(6.982546408000469+0j)
624,27.02.2018,00:00,43.45,(6.180686742030248+0j)
625,27.02.2018,01:00,52.2,(6.570478119565557+0j)
626,27.02.2018,02:00,41.85,(6.10387024881953+0j)
627,27.02.2018,03:00,59.9,(6.878848529718743+0j)
628,27.02.2018,04:00,43.3,(6.173566128880284+0j)
629,27.02.2018,05:00,24.05,(5.07471705272111+0j)
630,27.02.2018,06:00,43.5,(6.1830566374856595+0j)
631,27.02.2018,07:00,72.5,(7.330824251718528+0j)
632,27.02.2018,08:00,84.5,(7.714818419354882+0j)
633,27.02.2018,09:00,86.0,(7.760200748007389+0j)
634,27.02.2018,10:00,93.0,(7.965281374332306+0j)
635,27.02.2018,11:00,107.0,(8.346442355418903+0j)
636,27.02.2018,12:00,143.0,(9.193597471592376+0j)
637,27.02.2018,13:00,139.0,(9.10706436081538+0j)
638,27.02.2018,14:00,164.0,(9.623242319156931+0j)
639,27.02.2018,15:00,172.0,(9.77724027382445+0j)
640,27.02.2018,16:00,164.2,(9.627152617157018+0j)
641,27.02.2018,17:00,141.5,(9.161338969616105+0j)
642,27.02.2018,18:00,166.5,(9.67189452282676+0j)
643,27.02.2018,19:00,124.3,(8.773990946343305+0j)
644,27.02.2018,20:00,145.9,(9.255329889699071+0j)
645,27.02.2018,21:00,154.6,(9.43575455902671+0j)
646,27.02.2018,22:00,120.4,(8.681250765127649+0j)
647,27.02.2018,23:00,102.1,(8.217039722216855+0j)
648,28.02.2018,00:00,86.75,(7.782694209314469+0j)
649,28.02.2018,01:00,83.0,(7.668895793165734+0j)
650,28.02.2018,02:00,103.25,(8.247775398446032+0j)
651,28.02.2018,03:00,110.5,(8.436472561967365+0j)
652,28.02.2018,04:00,135.0,(9.018854804232133+0j)
653,28.02.2018,05:00,151.5,(9.37226047370046+0j)
654,28.02.2018,06:00,172.0,(9.77724027382445+0j)
655,28.02.2018,07:00,174.5,(9.824382951967507+0j)
656,28.02.2018,08:00,181.0,(9.944882677676606+0j)
657,28.02.2018,09:00,187.0,(10.053578528857633+0j)
658,28.02.2018,10:00,182.0,(9.963163753155333+0j)
659,28.02.2018,11:00,174.0,(9.814990610723694+0j)
660,28.02.2018,12:00,185.0,(10.017608351828132+0j)
661,28.02.2018,13:00,184.0,(9.999525986970205+0j)
662,28.02.2018,14:00,185.0,(10.017608351828132+0j)
663,28.02.2018,15:00,181.0,(9.944882677676606+0j)
664,28.02.2018,16:00,189.9,(10.105282537544472+0j)
665,28.02.2018,17:00,165.2,(9.646656626340754+0j)
666,28.02.2018,18:00,171.1,(9.760157116823688+0j)
667,28.02.2018,19:00,160.7,(9.5582583446641+0j)
668,28.02.2018,20:00,140.0,(9.128851679159709+0j)
669,28.02.2018,21:00,139.5,(9.117971035142968+0j)
670,28.02.2018,22:00,170.0,(9.739196152599513+0j)
671,28.02.2018,23:00,169.35,(9.726767597820912+0j)
672,01.03.2018,00:00,176.75,(9.866427899132237+0j)
673,01.03.2018,01:00,155.0,(9.443885329580661+0j)
674,01.03.2018,02:00,133.0,(8.974095482833441+0j)
675,01.03.2018,03:00,127.0,(8.837064931406191+0j)
676,01.03.2018,04:00,128.5,(8.871720442612283+0j)
677,01.03.2018,05:00,137.7,(9.07858406016539+0j)
678,01.03.2018,06:00,151.3,(9.36813445050657+0j)
679,01.03.2018,07:00,146.0,(9.257443944110124+0j)
680,01.03.2018,08:00,90.0,(7.878695371270308+0j)
681,01.03.2018,09:00,49.0,(6.433374486375069+0j)
682,01.03.2018,10:00,45.0,(6.2533246602457355+0j)
683,01.03.2018,11:00,74.0,(7.3810369418355695+0j)
684,01.03.2018,12:00,98.0,(8.105543937240567+0j)
685,01.03.2018,13:00,98.0,(8.105543937240567+0j)
686,01.03.2018,14:00,69.0,(7.210906028992771+0j)
687,01.03.2018,15:00,59.0,(6.8442228668758585+0j)
688,01.03.2018,16:00,52.0,(6.562075964466941+0j)
689,01.03.2018,17:00,38.0,(5.910642214636152+0j)
690,01.03.2018,18:00,47.5,(6.367046313789502+0j)
691,01.03.2018,19:00,33.4,(5.661814391372128+0j)
692,01.03.2018,20:00,37.7,(5.895046780114808+0j)
693,01.03.2018,21:00,24.9,(5.133811534691676+0j)
694,01.03.2018,22:00,3.1,(2.5634648707715946+0j)
695,01.03.2018,23:00,1.04,(1.781221459938308+0j)
696,02.03.2018,00:00,3.56,(2.6844591836656306+0j)
697,02.03.2018,01:00,11.68,(3.988911674843287+0j)
698,02.03.2018,02:00,17.66,(4.578294290437968+0j)
699,02.03.2018,03:00,17.36,(4.552221434169355+0j)
700,02.03.2018,04:00,29.25,(5.416874359097471+0j)
701,02.03.2018,05:00,27.3,(5.29372066923005+0j)
702,02.03.2018,06:00,31.4,(5.546470256822371+0j)
703,02.03.2018,07:00,24.27,(5.090143950874852+0j)
704,02.03.2018,08:00,15.98,(4.428252713012775+0j)
705,02.03.2018,09:00,19.0,(4.691279834660538+0j)
706,02.03.2018,10:00,23.8,(5.057071857914394+0j)
707,02.03.2018,11:00,34.1,(5.70109483546987+0j)
708,02.03.2018,12:00,72.4,(7.327452206968754+0j)
709,02.03.2018,13:00,84.9,(7.726972544876093+0j)
710,02.03.2018,14:00,106.8,(8.341238836392208+0j)
711,02.03.2018,15:00,98.9,(8.130281254202144+0j)
712,02.03.2018,16:00,69.1,(7.2143878769645475+0j)
713,02.03.2018,17:00,90.9,(7.904870631235413+0j)
714,02.03.2018,18:00,120.9,(8.693251403525462+0j)
715,02.03.2018,19:00,133.8,(8.99205270026992+0j)
716,02.03.2018,20:00,145.3,(9.242625234209696+0j)
717,02.03.2018,21:00,157.0,(9.484330728123975+0j)
718,02.03.2018,22:00,168.0,(9.700852463656133+0j)
719,02.03.2018,23:00,144.0,(9.214978007827993+0j)
720,03.03.2018,00:00,185.0,(10.017608351828132+0j)
721,03.03.2018,01:00,175.0,(9.833757368868744+0j)
722,03.03.2018,02:00,168.0,(9.700852463656133+0j)
723,03.03.2018,03:00,175.0,(9.833757368868744+0j)
724,03.03.2018,04:00,192.0,(10.142395660670658+0j)
725,03.03.2018,05:00,193.0,(10.159973504609287+0j)
726,03.03.2018,06:00,189.0,(10.089293139732167+0j)
727,03.03.2018,07:00,188.0,(10.071467496349868+0j)
728,03.03.2018,08:00,189.0,(10.089293139732167+0j)
729,03.03.2018,09:00,190.5,(10.11591408934925+0j)
730,03.03.2018,10:00,176.3,(9.858047576952293+0j)
731,03.03.2018,11:00,184.7,(10.012190498769293+0j)
732,03.03.2018,12:00,176.2,(9.85618334703323+0j)
733,03.03.2018,13:00,175.4,(9.841244054188342+0j)
734,03.03.2018,14:00,157.1,(9.486343959075576+0j)
735,03.03.2018,15:00,151.0,(9.361938592581126+0j)
736,03.03.2018,16:00,138.8,(9.102694367648825+0j)
737,03.03.2018,17:00,163.0,(9.60364299337732+0j)
738,03.03.2018,18:00,158.0,(9.5044247092246+0j)
739,03.03.2018,19:00,163.0,(9.60364299337732+0j)
740,03.03.2018,20:00,159.0,(9.524434083462701+0j)
741,03.03.2018,21:00,151.0,(9.361938592581126+0j)
742,03.03.2018,22:00,109.0,(8.39812442999216+0j)
743,03.03.2018,23:00,93.0,(7.965281374332306+0j)
744,04.03.2018,00:00,141.0,(9.150535493828448+0j)
745,04.03.2018,01:00,124.0,(8.766926538340227+0j)
746,04.03.2018,02:00,123.0,(8.743295893976889+0j)
747,04.03.2018,03:00,147.0,(9.278531588601085+0j)
748,04.03.2018,04:00,114.0,(8.524621194299819+0j)
749,04.03.2018,05:00,100.0,(8.160312787373101+0j)
750,04.03.2018,06:00,118.0,(8.62318046014873+0j)
751,04.03.2018,07:00,106.0,(8.320359552981591+0j)
752,04.03.2018,08:00,143.7,(9.208574268442575+0j)
753,04.03.2018,09:00,125.7,(8.80680874403928+0j)
754,04.03.2018,10:00,157.3,(9.490367859434743+0j)
755,04.03.2018,11:00,180.5,(9.93571688199725+0j)
756,04.03.2018,12:00,179.1,(9.909962269843641+0j)
757,04.03.2018,13:00,189.8,(10.103508435938922+0j)
758,04.03.2018,14:00,180.9,(9.943050870179343+0j)
759,04.03.2018,15:00,178.0,(9.889632189438641+0j)
760,04.03.2018,16:00,181.5,(9.954031608942678+0j)
761,04.03.2018,17:00,176.5,(9.861773923017617+0j)
762,04.03.2018,18:00,187.0,(10.053578528857633+0j)
763,04.03.2018,19:00,195.0,(10.1949478716651+0j)
764,04.03.2018,20:00,183.5,(9.99046022861217+0j)
765,04.03.2018,21:00,146.5,(9.267999761628632+0j)
766,04.03.2018,22:00,103.75,(8.261067565517918+0j)
767,04.03.2018,23:00,43.25,(6.171188937220971+0j)
768,05.03.2018,00:00,30.0,(5.462782262844428+0j)
769,05.03.2018,01:00,16.0,(4.430099357394047+0j)
770,05.03.2018,02:00,17.0,(4.520534411027044+0j)
771,05.03.2018,03:00,11.0,(3.909948472926284+0j)
772,05.03.2018,04:00,2.0,(2.2150496786970235+0j)
773,05.03.2018,05:00,1.0,(1.7580860950627388+0j)
774,05.03.2018,06:00,7.0,(3.3630977132440556+0j)
775,05.03.2018,07:00,12.0,(4.025012385306576+0j)
776,05.03.2018,08:00,18.0,(4.607489003913996+0j)
777,05.03.2018,09:00,17.0,(4.520534411027044+0j)
778,05.03.2018,10:00,19.2,(4.7076830444651625+0j)
779,05.03.2018,11:00,20.7,(4.827218095753933+0j)
780,05.03.2018,12:00,14.1,(4.247302336973153+0j)
781,05.03.2018,13:00,13.0,(4.1338488193205505+0j)
782,05.03.2018,14:00,30.1,(5.46884528920015+0j)
783,05.03.2018,15:00,23.9,(5.06414469490465+0j)
784,05.03.2018,16:00,10.65,(3.86803155459719+0j)
785,05.03.2018,17:00,40.85,(6.05486074545097+0j)
786,05.03.2018,18:00,84.65,(7.719380702156465+0j)
787,05.03.2018,19:00,130.35,(8.914092797897819+0j)
788,05.03.2018,20:00,172.25,(9.781975015617196+0j)
789,05.03.2018,21:00,161.25,(9.569150391982083+0j)
790,05.03.2018,22:00,128.0,(8.860198714788094+0j)
791,05.03.2018,23:00,114.0,(8.524621194299819+0j)
792,06.03.2018,00:00,179.0,(9.908117526266054+0j)
793,06.03.2018,01:00,143.0,(9.193597471592376+0j)
794,06.03.2018,02:00,179.0,(9.908117526266054+0j)
795,06.03.2018,03:00,170.0,(9.739196152599513+0j)
796,06.03.2018,04:00,155.0,(9.443885329580661+0j)
797,06.03.2018,05:00,133.0,(8.974095482833441+0j)
798,06.03.2018,06:00,125.0,(8.790430475313693+0j)
799,06.03.2018,07:00,100.0,(8.160312787373101+0j)
800,06.03.2018,08:00,128.7,(8.876320765159596+0j)
801,06.03.2018,09:00,152.9,(9.401041449851068+0j)
802,06.03.2018,10:00,147.3,(9.284839225886126+0j)
803,06.03.2018,11:00,153.3,(9.409232298211258+0j)
804,06.03.2018,12:00,144.3,(9.22137285929595+0j)
805,06.03.2018,13:00,173.6,(9.80746377448115+0j)
806,06.03.2018,14:00,191.5,(10.133583844192158+0j)
807,06.03.2018,15:00,167.6,(9.693147255915589+0j)
808,06.03.2018,16:00,178.8,(9.904425976920537+0j)
809,06.03.2018,17:00,154.25,(9.428628622352141+0j)
810,06.03.2018,18:00,155.15,(9.446930762016713+0j)
811,06.03.2018,19:00,120.1,(8.674034427001406+0j)
812,06.03.2018,20:00,97.6,(8.094500948175101+0j)
813,06.03.2018,21:00,119.25,(8.65352265406619+0j)
814,06.03.2018,22:00,90.8,(7.901970825167718+0j)
815,06.03.2018,23:00,100.85,(8.183368472033111+0j)
816,07.03.2018,00:00,93.0,(7.965281374332306+0j)
817,07.03.2018,01:00,103.0,(8.241113218326888+0j)
818,07.03.2018,02:00,78.0,(7.511701817242199+0j)
819,07.03.2018,03:00,44.0,(6.2066563190646376+0j)
820,07.03.2018,04:00,51.0,(6.519738811863608+0j)
821,07.03.2018,05:00,54.0,(6.6451490360910705+0j)
822,07.03.2018,06:00,77.0,(7.479462356893973+0j)
823,07.03.2018,07:00,83.0,(7.668895793165734+0j)
824,07.03.2018,08:00,128.4,(8.869418491174594+0j)
825,07.03.2018,09:00,114.6,(8.539550508852686+0j)
826,07.03.2018,10:00,121.4,(8.705219000413486+0j)
827,07.03.2018,11:00,146.3,(9.263780321135767+0j)
828,07.03.2018,12:00,161.1,(9.566182293034867+0j)
829,07.03.2018,13:00,159.4,(9.532414341979015+0j)
830,07.03.2018,14:00,151.4,(9.3701979163113+0j)
831,07.03.2018,15:00,168.3,(9.70662334691113+0j)
832,07.03.2018,16:00,175.1,(9.835630108843342+0j)
833,07.03.2018,17:00,161.0,(9.564202536709079+0j)
834,07.03.2018,18:00,131.55,(8.941363614976245+0j)
835,07.03.2018,19:00,119.45,(8.658357700555687+0j)
836,07.03.2018,20:00,102.7,(8.233104356898686+0j)
837,07.03.2018,21:00,140.7,(9.14404114424171+0j)
838,07.03.2018,22:00,161.6,(9.576068805127909+0j)
839,07.03.2018,23:00,158.0,(9.5044247092246+0j)
840,08.03.2018,00:00,137.0,(9.063174212787075+0j)
841,08.03.2018,01:00,163.0,(9.60364299337732+0j)
842,08.03.2018,02:00,165.0,(9.642762133940785+0j)
843,08.03.2018,03:00,152.0,(9.382559669321076+0j)
844,08.03.2018,04:00,169.0,(9.720062122661908+0j)
845,08.03.2018,05:00,194.0,(10.17749073499213+0j)
846,08.03.2018,06:00,164.0,(9.623242319156931+0j)
847,08.03.2018,07:00,114.0,(8.524621194299819+0j)
848,08.03.2018,08:00,76.9,(7.476223091717552+0j)
849,08.03.2018,09:00,77.4,(7.492391444609802+0j)
850,08.03.2018,10:00,59.9,(6.878848529718743+0j)
851,08.03.2018,11:00,104.7,(8.286205498123023+0j)
852,08.03.2018,12:00,136.9,(9.060968524159502+0j)
853,08.03.2018,13:00,188.5,(10.080388198530233+0j)
854,08.03.2018,14:00,195.0,(10.1949478716651+0j)
855,08.03.2018,15:00,180.8,(9.941218387485767+0j)
856,08.03.2018,16:00,195.6,(10.20539352228295+0j)
857,08.03.2018,17:00,192.3,(10.14767540949548+0j)
858,08.03.2018,18:00,151.55,(9.373291412051499+0j)
859,08.03.2018,19:00,174.7,(9.828134864859246+0j)
860,08.03.2018,20:00,140.8,(9.146206952267809+0j)
861,08.03.2018,21:00,117.35,(8.607317774552522+0j)
862,08.03.2018,22:00,80.1,(7.578518429669737+0j)
863,08.03.2018,23:00,134.0,(8.996530814904709+0j)
864,09.03.2018,00:00,168.2,(9.704700481697008+0j)
865,09.03.2018,01:00,143.4,(9.202161610192872+0j)
866,09.03.2018,02:00,97.5,(8.091735488121067+0j)
867,09.03.2018,03:00,86.8,(7.784189156375693+0j)
868,09.03.2018,04:00,99.3,(8.14122745557883+0j)
869,09.03.2018,05:00,98.4,(8.116556918091117+0j)
870,09.03.2018,06:00,90.3,(7.887439768426609+0j)
871,09.03.2018,07:00,32.4,(5.604735762837641+0j)
872,09.03.2018,08:00,8.2,(3.5452327822823295+0j)
873,09.03.2018,09:00,3.1,(2.5634648707715946+0j)
874,09.03.2018,10:00,2.9,(2.507106627950576+0j)
875,09.03.2018,11:00,3.6,(2.6944759152130513+0j)
876,09.03.2018,12:00,18.7,(4.666457783739478+0j)
877,09.03.2018,13:00,11.3,(3.945175131535129+0j)
878,09.03.2018,14:00,5.4,(3.0844049563613036+0j)
879,09.03.2018,15:00,1.6,(2.0562699709075356+0j)
880,09.03.2018,16:00,2.86,(2.495526293677274+0j)
881,09.03.2018,17:00,0.71,(1.5684099493541275+0j)
882,09.03.2018,18:00,4.59,(2.9217588457798542+0j)
883,09.03.2018,19:00,3.46,(2.6590847050179707+0j)
884,09.03.2018,20:00,2.36,(2.3406912952104686+0j)
885,09.03.2018,21:00,0.75,(1.5973272236551728+0j)
886,09.03.2018,22:00,1.9,(2.1774992095913155+0j)
887,09.03.2018,23:00,3.97,(2.783793231995985+0j)
888,10.03.2018,00:00,7.2,(3.3948269240116766+0j)
889,10.03.2018,01:00,7.2,(3.3948269240116766+0j)
890,10.03.2018,02:00,22.6,(4.970609193742884+0j)
891,10.03.2018,03:00,27.1,(5.2807616928674985+0j)
892,10.03.2018,04:00,35.7,(5.788902181370246+0j)
893,10.03.2018,05:00,22.2,(4.94110933463846+0j)
894,10.03.2018,06:00,17.8,(4.59036063390359+0j)
895,10.03.2018,07:00,18.9,(4.683035037642684+0j)
896,10.03.2018,08:00,22.9,(4.992506433223945+0j)
897,10.03.2018,09:00,17.4,(4.555715082074936+0j)
898,10.03.2018,10:00,15.1,(4.3454269632293085+0j)
899,10.03.2018,11:00,10.8,(3.8861067309196837+0j)
900,10.03.2018,12:00,2.3,(2.3206844081270854+0j)
901,10.03.2018,13:00,0.0,0j
902,10.03.2018,14:00,0.0,0j
903,10.03.2018,15:00,0.0,0j
904,10.03.2018,16:00,0.8,(1.6320625574746206+0j)
905,10.03.2018,17:00,4.8,(2.9656544819774204+0j)
906,10.03.2018,18:00,3.0,(2.5355989151676646+0j)
907,10.03.2018,19:00,4.0,(2.7907877167532553+0j)
908,10.03.2018,20:00,7.0,(3.3630977132440556+0j)
909,10.03.2018,21:00,3.0,(2.5355989151676646+0j)
910,10.03.2018,22:00,7.0,(3.3630977132440556+0j)
911,10.03.2018,23:00,18.3,(4.632945260868744+0j)
912,11.03.2018,00:00,21.6,(4.896187672423862+0j)
913,11.03.2018,01:00,9.6,(3.7364905085584277+0j)
914,11.03.2018,02:00,2.3,(2.3206844081270854+0j)
915,11.03.2018,03:00,11.5,(3.9683145177249632+0j)
916,11.03.2018,04:00,16.9,(4.511653181057004+0j)
917,11.03.2018,05:00,18.0,(4.607489003913996+0j)
918,11.03.2018,06:00,9.3,(3.697156108368468+0j)
919,11.03.2018,07:00,9.4,(3.710360349408575+0j)
920,11.03.2018,08:00,17.22,(4.5399512360213965+0j)
